insee_code,Commune,code_postal,adresse,prefixe_section,Section,No plan,id_parcelle,No voie,btq,Type de voie,Voie,surface_reelle_bati,n_sales,first_date,last_date,min_gap_days,years,first_price,last_price,ppm2_first,ppm2_last,pct_change,ann_pct,mutations
13210,MARSEILLE 10EME,13010,"28 RUE DE POLOGNE, 13010 MARSEILLE 10EME",856,C,38,132108560C0038,28.0,,RUE,DE POLOGNE,70.0,2,2021-06-25,2022-08-12,413,1.13,144000.0,240000.0,2057.0,3429.0,66.7,57.1,"[{""date_mutation"": ""2021-06-25"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 144000.0, ""surface_reelle_bati"": 70.0, ""nombre_pieces_principales"": 3.0, ""surface_terrain"": 82.0, ""nb_lignes"": 1}, {""date_mutation"": ""2022-08-12"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 240000.0, ""surface_reelle_bati"": 70.0, ""nombre_pieces_principales"": 3.0, ""surface_terrain"": 82.0, ""nb_lignes"": 1}]"
13207,MARSEILLE 7EME,13007,"21 IMP DU RIFF, 13007 MARSEILLE 7EME",830,H,30,132078300H0030,21.0,,IMP,DU RIFF,75.0,2,2021-01-15,2021-08-23,220,0.6,550000.0,720000.0,7333.0,9600.0,30.9,56.4,"[{""date_mutation"": ""2021-01-15"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 550000.0, ""surface_reelle_bati"": 75.0, ""nombre_pieces_principales"": 2.0, ""surface_terrain"": 203.0, ""nb_lignes"": 1}, {""date_mutation"": ""2021-08-23"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 720000.0, ""surface_reelle_bati"": 75.0, ""nombre_pieces_principales"": 2.0, ""surface_terrain"": 203.0, ""nb_lignes"": 1}]"
13207,MARSEILLE 7EME,13007,"19 RUE BERLE, 13007 MARSEILLE 7EME",829,L,42,132078290L0042,19.0,,RUE,BERLE,46.0,2,2021-01-29,2023-07-06,888,2.43,380000.0,1118710.0,8261.0,24320.0,194.4,55.9,"[{""date_mutation"": ""2021-01-29"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 380000.0, ""surface_reelle_bati"": 46.0, ""nombre_pieces_principales"": 2.0, ""surface_terrain"": null, ""nb_lignes"": 1}, {""date_mutation"": ""2023-07-06"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 1118710.0, ""surface_reelle_bati"": 46.0, ""nombre_pieces_principales"": 2.0, ""surface_terrain"": null, ""nb_lignes"": 1}]"
13206,MARSEILLE 6EME,13006,"43 RUE DE LA MARTINIQUE, 13006 MARSEILLE 6EME",828,H,238,132068280H0238,43.0,,RUE,DE LA MARTINIQUE,63.0,2,2024-04-04,2025-06-20,442,1.21,345000.0,588550.0,5476.0,9342.0,70.6,55.5,"[{""date_mutation"": ""2024-04-04"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 345000.0, ""surface_reelle_bati"": 63.0, ""nombre_pieces_principales"": 2.0, ""surface_terrain"": null, ""nb_lignes"": 1}, {""date_mutation"": ""2025-06-20"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 588550.0, ""surface_reelle_bati"": 63.0, ""nombre_pieces_principales"": 2.0, ""surface_terrain"": null, ""nb_lignes"": 1}]"
13212,MARSEILLE 12EME,13012,"18 AV DE KALLISTE, 13012 MARSEILLE 12EME",873,B,130,132128730B0130,18.0,,AV,DE KALLISTE,120.0,2,2023-10-09,2024-11-05,393,1.08,498000.0,800000.0,4150.0,6667.0,60.6,55.4,"[{""date_mutation"": ""2023-10-09"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 498000.0, ""surface_reelle_bati"": 120.0, ""nombre_pieces_principales"": 5.0, ""surface_terrain"": 641.0, ""nb_lignes"": 1}, {""date_mutation"": ""2024-11-05"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 800000.0, ""surface_reelle_bati"": 120.0, ""nombre_pieces_principales"": 5.0, ""surface_terrain"": 641.0, ""nb_lignes"": 1}]"
13212,MARSEILLE 12EME,13012,"19 MTE DU COLOMBIER, 13012 MARSEILLE 12EME",878,O,43,132128780O0043,19.0,,MTE,DU COLOMBIER,112.0,2,2022-09-09,2023-12-05,452,1.24,170000.0,290000.0,1518.0,2589.0,70.6,54.0,"[{""date_mutation"": ""2022-09-09"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 170000.0, ""surface_reelle_bati"": 112.0, ""nombre_pieces_principales"": 2.0, ""surface_terrain"": 187.0, ""nb_lignes"": 2}, {""date_mutation"": ""2023-12-05"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 290000.0, ""surface_reelle_bati"": 112.0, ""nombre_pieces_principales"": 2.0, ""surface_terrain"": 577.0, ""nb_lignes"": 2}]"
13206,MARSEILLE 6EME,13006,"66 RUE DE LA MARTINIQUE, 13006 MARSEILLE 6EME",828,K,208,132068280K0208,66.0,,RUE,DE LA MARTINIQUE,76.0,2,2022-10-04,2023-06-09,248,0.68,420000.0,560000.0,5526.0,7368.0,33.3,52.8,"[{""date_mutation"": ""2022-10-04"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 420000.0, ""surface_reelle_bati"": 76.0, ""nombre_pieces_principales"": 5.0, ""surface_terrain"": 114.0, ""nb_lignes"": 1}, {""date_mutation"": ""2023-06-09"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 560000.0, ""surface_reelle_bati"": 76.0, ""nombre_pieces_principales"": 5.0, ""surface_terrain"": 114.0, ""nb_lignes"": 1}]"
13215,MARSEILLE 15EME,13015,"17 BD AUGUSTIN, 13015 MARSEILLE 15EME",903,A,258,132159030A0258,17.0,,BD,AUGUSTIN,126.0,2,2020-09-28,2021-10-15,382,1.05,206000.0,320000.0,1635.0,2540.0,55.3,52.4,"[{""date_mutation"": ""2020-09-28"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 206000.0, ""surface_reelle_bati"": 126.0, ""nombre_pieces_principales"": 4.0, ""surface_terrain"": 834.0, ""nb_lignes"": 1}, {""date_mutation"": ""2021-10-15"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 320000.0, ""surface_reelle_bati"": 126.0, ""nombre_pieces_principales"": 4.0, ""surface_terrain"": 834.0, ""nb_lignes"": 1}]"
13211,MARSEILLE 11EME,13011,"24 B IMP DE LA MONTRE, 13011 MARSEILLE 11EME",867,E,56,132118670E0056,24.0,B,IMP,DE LA MONTRE,76.0,2,2022-10-10,2025-04-04,907,2.48,281000.0,770000.0,3697.0,10132.0,174.0,50.1,"[{""date_mutation"": ""2022-10-10"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 281000.0, ""surface_reelle_bati"": 76.0, ""nombre_pieces_principales"": 3.0, ""surface_terrain"": 566.0, ""nb_lignes"": 1}, {""date_mutation"": ""2025-04-04"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 770000.0, ""surface_reelle_bati"": 76.0, ""nombre_pieces_principales"": 3.0, ""surface_terrain"": 566.0, ""nb_lignes"": 1}]"
13211,MARSEILLE 11EME,13011,"5139 F CHE DE PLUVENCE, 13011 MARSEILLE 11EME",869,A,388,132118690A0388,5139.0,F,CHE,DE PLUVENCE,172.0,2,2022-12-22,2024-12-19,728,1.99,980000.0,2193614.0,5698.0,12754.0,123.8,49.8,"[{""date_mutation"": ""2022-12-22"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 980000.0, ""surface_reelle_bati"": 172.0, ""nombre_pieces_principales"": 4.0, ""surface_terrain"": 10955.0, ""nb_lignes"": 4}, {""date_mutation"": ""2024-12-19"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 2193614.0, ""surface_reelle_bati"": 172.0, ""nombre_pieces_principales"": 4.0, ""surface_terrain"": 10955.0, ""nb_lignes"": 4}]"
13214,MARSEILLE 14EME,13014,"7 IMP DES DEUX FRERES ROMANETTI, 13014 MARSEILLE 14EME",890,H,43,132148900H0043,7.0,,IMP,DES DEUX FRERES ROMANETTI,63.0,2,2021-09-01,2022-07-27,329,0.9,200000.0,285000.0,3175.0,4524.0,42.5,48.2,"[{""date_mutation"": ""2021-09-01"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 200000.0, ""surface_reelle_bati"": 63.0, ""nombre_pieces_principales"": 4.0, ""surface_terrain"": 538.0, ""nb_lignes"": 1}, {""date_mutation"": ""2022-07-27"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 285000.0, ""surface_reelle_bati"": 63.0, ""nombre_pieces_principales"": 4.0, ""surface_terrain"": 538.0, ""nb_lignes"": 1}]"
13204,MARSEILLE 4EME,13004,"10 RUE STE THERESE, 13004 MARSEILLE 4EME",817,H,80,132048170H0080,10.0,,RUE,STE THERESE,57.0,2,2024-03-15,2025-02-28,350,0.96,280000.0,405000.0,4912.0,7105.0,44.6,47.0,"[{""date_mutation"": ""2024-03-15"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 280000.0, ""surface_reelle_bati"": 57.0, ""nombre_pieces_principales"": 3.0, ""surface_terrain"": 241.0, ""nb_lignes"": 1}, {""date_mutation"": ""2025-02-28"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 405000.0, ""surface_reelle_bati"": 57.0, ""nombre_pieces_principales"": 3.0, ""surface_terrain"": 241.0, ""nb_lignes"": 1}]"
13211,MARSEILLE 11EME,13011,"72 RUE DES CROTTES, 13011 MARSEILLE 11EME",867,O,47,132118670O0047,72.0,,RUE,DES CROTTES,40.0,2,2022-03-04,2022-09-08,188,0.51,195000.0,237200.0,4875.0,5930.0,21.6,46.3,"[{""date_mutation"": ""2022-03-04"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 195000.0, ""surface_reelle_bati"": 40.0, ""nombre_pieces_principales"": 3.0, ""surface_terrain"": 88.0, ""nb_lignes"": 1}, {""date_mutation"": ""2022-09-08"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 237200.0, ""surface_reelle_bati"": 40.0, ""nombre_pieces_principales"": 3.0, ""surface_terrain"": 88.0, ""nb_lignes"": 1}]"
13204,MARSEILLE 4EME,13004,"2 PL PIERRE BROSSOLETTE, 13004 MARSEILLE 4EME",818,B,193,132048180B0193,2.0,,PL,PIERRE BROSSOLETTE,36.0,2,2020-12-23,2021-10-07,288,0.79,108000.0,145000.0,3000.0,4028.0,34.3,45.3,"[{""date_mutation"": ""2020-12-23"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 108000.0, ""surface_reelle_bati"": 36.0, ""nombre_pieces_principales"": 2.0, ""surface_terrain"": 38.0, ""nb_lignes"": 1}, {""date_mutation"": ""2021-10-07"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 145000.0, ""surface_reelle_bati"": 36.0, ""nombre_pieces_principales"": 2.0, ""surface_terrain"": 38.0, ""nb_lignes"": 1}]"
13212,MARSEILLE 12EME,13012,"19 BD DIE, 13012 MARSEILLE 12EME",874,E,64,132128740E0064,19.0,,BD,DIE,130.0,2,2021-05-20,2023-01-20,610,1.67,495000.0,923820.0,3808.0,7106.0,86.6,45.3,"[{""date_mutation"": ""2021-05-20"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 495000.0, ""surface_reelle_bati"": 130.0, ""nombre_pieces_principales"": 5.0, ""surface_terrain"": 535.0, ""nb_lignes"": 1}, {""date_mutation"": ""2023-01-20"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 923820.0, ""surface_reelle_bati"": 130.0, ""nombre_pieces_principales"": 5.0, ""surface_terrain"": 535.0, ""nb_lignes"": 1}]"
13211,MARSEILLE 11EME,13011,"116 BD DES CIGALES, 13011 MARSEILLE 11EME",864,E,32,132118640E0032,116.0,,BD,DES CIGALES,45.0,2,2021-05-28,2023-12-06,922,2.52,190000.0,480000.0,4222.0,10667.0,152.6,44.4,"[{""date_mutation"": ""2021-05-28"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 190000.0, ""surface_reelle_bati"": 45.0, ""nombre_pieces_principales"": 2.0, ""surface_terrain"": 486.0, ""nb_lignes"": 1}, {""date_mutation"": ""2023-12-06"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 480000.0, ""surface_reelle_bati"": 45.0, ""nombre_pieces_principales"": 2.0, ""surface_terrain"": 486.0, ""nb_lignes"": 1}]"
13209,MARSEILLE 9EME,13009,"2 AV MIREILLE, 13009 MARSEILLE 9EME",851,D,104,132098510D0104,2.0,,AV,MIREILLE,83.0,2,2022-11-23,2025-03-11,839,2.3,324300.0,728650.0,3907.0,8779.0,124.7,42.3,"[{""date_mutation"": ""2022-11-23"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 324300.0, ""surface_reelle_bati"": 83.0, ""nombre_pieces_principales"": 4.0, ""surface_terrain"": 584.0, ""nb_lignes"": 1}, {""date_mutation"": ""2025-03-11"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 728650.0, ""surface_reelle_bati"": 83.0, ""nombre_pieces_principales"": 4.0, ""surface_terrain"": 584.0, ""nb_lignes"": 1}]"
13209,MARSEILLE 9EME,13009,"8 TRA DES OLIVIERS, 13009 MARSEILLE 9EME",849,R,88,132098490R0088,8.0,,TRA,DES OLIVIERS,71.0,2,2022-02-21,2023-03-30,402,1.1,407000.0,597000.0,5732.0,8408.0,46.7,41.6,"[{""date_mutation"": ""2022-02-21"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 407000.0, ""surface_reelle_bati"": 71.0, ""nombre_pieces_principales"": 2.0, ""surface_terrain"": 202.0, ""nb_lignes"": 1}, {""date_mutation"": ""2023-03-30"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 597000.0, ""surface_reelle_bati"": 71.0, ""nombre_pieces_principales"": 2.0, ""surface_terrain"": 202.0, ""nb_lignes"": 1}]"
13209,MARSEILLE 9EME,13009,"4 AV YVES BOURDE, 13009 MARSEILLE 9EME",853,U,112,132098530U0112,4.0,,AV,YVES BOURDE,56.0,2,2023-08-22,2025-05-06,623,1.71,307200.0,540000.0,5486.0,9643.0,75.8,39.2,"[{""date_mutation"": ""2023-08-22"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 307200.0, ""surface_reelle_bati"": 56.0, ""nombre_pieces_principales"": 2.0, ""surface_terrain"": 211.0, ""nb_lignes"": 1}, {""date_mutation"": ""2025-05-06"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 540000.0, ""surface_reelle_bati"": 56.0, ""nombre_pieces_principales"": 2.0, ""surface_terrain"": 211.0, ""nb_lignes"": 1}]"
13208,MARSEILLE 8EME,13008,"43 RUE DE LA TURBINE, 13008 MARSEILLE 8EME",839,K,78,132088390K0078,43.0,,RUE,DE LA TURBINE,90.0,2,2022-05-20,2022-12-29,223,0.61,695000.0,850000.0,7722.0,9444.0,22.3,39.1,"[{""date_mutation"": ""2022-05-20"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 695000.0, ""surface_reelle_bati"": 90.0, ""nombre_pieces_principales"": 3.0, ""surface_terrain"": 249.0, ""nb_lignes"": 1}, {""date_mutation"": ""2022-12-29"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 850000.0, ""surface_reelle_bati"": 90.0, ""nombre_pieces_principales"": 3.0, ""surface_terrain"": 249.0, ""nb_lignes"": 1}]"
13208,MARSEILLE 8EME,13008,"73 RUE DESIRE PELAPRAT, 13008 MARSEILLE 8EME",837,D,40,132088370D0040,73.0,,RUE,DESIRE PELAPRAT,48.0,2,2023-07-21,2024-11-26,494,1.35,350000.0,545000.0,7292.0,11354.0,55.7,38.7,"[{""date_mutation"": ""2023-07-21"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 350000.0, ""surface_reelle_bati"": 48.0, ""nombre_pieces_principales"": 2.0, ""surface_terrain"": 69.0, ""nb_lignes"": 1}, {""date_mutation"": ""2024-11-26"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 545000.0, ""surface_reelle_bati"": 48.0, ""nombre_pieces_principales"": 2.0, ""surface_terrain"": 69.0, ""nb_lignes"": 1}]"
13212,MARSEILLE 12EME,13012,"157 RUE CHARLES KADDOUZ, 13012 MARSEILLE 12EME",874,O,127,132128740O0127,157.0,,RUE,CHARLES KADDOUZ,60.0,2,2021-08-24,2024-04-12,962,2.63,167000.0,392500.0,2783.0,6542.0,135.0,38.3,"[{""date_mutation"": ""2021-08-24"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 167000.0, ""surface_reelle_bati"": 60.0, ""nombre_pieces_principales"": 3.0, ""surface_terrain"": 339.0, ""nb_lignes"": 1}, {""date_mutation"": ""2024-04-12"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 392500.0, ""surface_reelle_bati"": 60.0, ""nombre_pieces_principales"": 3.0, ""surface_terrain"": 339.0, ""nb_lignes"": 1}]"
13207,MARSEILLE 7EME,13007,"12 RUE SCUDERY, 13007 MARSEILLE 7EME",829,C,40,132078290C0040,12.0,,RUE,SCUDERY,60.0,2,2021-11-26,2024-04-09,865,2.37,340000.0,720000.0,5667.0,12000.0,111.8,37.3,"[{""date_mutation"": ""2021-11-26"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 340000.0, ""surface_reelle_bati"": 60.0, ""nombre_pieces_principales"": 3.0, ""surface_terrain"": 157.0, ""nb_lignes"": 1}, {""date_mutation"": ""2024-04-09"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 720000.0, ""surface_reelle_bati"": 60.0, ""nombre_pieces_principales"": 3.0, ""surface_terrain"": 157.0, ""nb_lignes"": 1}]"
13209,MARSEILLE 9EME,13009,"59 RUE ENJOUVIN, 13009 MARSEILLE 9EME",849,S,290,132098490S0290,59.0,,RUE,ENJOUVIN,64.0,2,2022-07-05,2024-01-16,560,1.53,500000.0,803600.0,7812.0,12556.0,60.7,36.3,"[{""date_mutation"": ""2022-07-05"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 500000.0, ""surface_reelle_bati"": 64.0, ""nombre_pieces_principales"": 1.0, ""surface_terrain"": 362.0, ""nb_lignes"": 1}, {""date_mutation"": ""2024-01-16"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 803600.0, ""surface_reelle_bati"": 64.0, ""nombre_pieces_principales"": 1.0, ""surface_terrain"": 362.0, ""nb_lignes"": 1}]"
13203,MARSEILLE 3EME,13003,"38 BD ALLEMAND, 13003 MARSEILLE 3EME",811,D,55,132038110D0055,38.0,,BD,ALLEMAND,45.0,2,2024-05-23,2025-01-08,230,0.63,140000.0,170000.0,3111.0,3778.0,21.4,36.1,"[{""date_mutation"": ""2024-05-23"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 140000.0, ""surface_reelle_bati"": 45.0, ""nombre_pieces_principales"": 3.0, ""surface_terrain"": 133.0, ""nb_lignes"": 1}, {""date_mutation"": ""2025-01-08"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 170000.0, ""surface_reelle_bati"": 45.0, ""nombre_pieces_principales"": 3.0, ""surface_terrain"": 133.0, ""nb_lignes"": 1}]"
13215,MARSEILLE 15EME,13015,"19 BD GUIZEL, 13015 MARSEILLE 15EME",907,C,15,132159070C0015,19.0,,BD,GUIZEL,60.0,2,2021-11-17,2022-10-13,330,0.9,240000.0,315950.0,4000.0,5266.0,31.6,35.6,"[{""date_mutation"": ""2021-11-17"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 240000.0, ""surface_reelle_bati"": 60.0, ""nombre_pieces_principales"": 3.0, ""surface_terrain"": 397.0, ""nb_lignes"": 1}, {""date_mutation"": ""2022-10-13"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 315950.0, ""surface_reelle_bati"": 60.0, ""nombre_pieces_principales"": 3.0, ""surface_terrain"": 397.0, ""nb_lignes"": 1}]"
13208,MARSEILLE 8EME,13008,"11 TRA JEAN ANDRE, 13008 MARSEILLE 8EME",845,K,8,132088450K0008,11.0,,TRA,JEAN ANDRE,55.0,2,2021-07-01,2024-08-27,1153,3.16,410000.0,1053200.0,7455.0,19149.0,156.9,34.8,"[{""date_mutation"": ""2021-07-01"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 410000.0, ""surface_reelle_bati"": 55.0, ""nombre_pieces_principales"": 3.0, ""surface_terrain"": null, ""nb_lignes"": 1}, {""date_mutation"": ""2024-08-27"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 1053200.0, ""surface_reelle_bati"": 55.0, ""nombre_pieces_principales"": 3.0, ""surface_terrain"": null, ""nb_lignes"": 1}]"
13210,MARSEILLE 10EME,13010,"145 CHE DES PRUD HOMMES, 13010 MARSEILLE 10EME",858,H,175,132108580H0175,145.0,,CHE,DES PRUD HOMMES,96.0,2,2022-09-09,2024-06-24,654,1.79,613600.0,1035000.0,6392.0,10781.0,68.7,33.9,"[{""date_mutation"": ""2022-09-09"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 613600.0, ""surface_reelle_bati"": 96.0, ""nombre_pieces_principales"": 3.0, ""surface_terrain"": null, ""nb_lignes"": 1}, {""date_mutation"": ""2024-06-24"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 1035000.0, ""surface_reelle_bati"": 96.0, ""nombre_pieces_principales"": 3.0, ""surface_terrain"": null, ""nb_lignes"": 1}]"
13215,MARSEILLE 15EME,13015,"30 BD BECH, 13015 MARSEILLE 15EME",898,E,35,132158980E0035,30.0,,BD,BECH,60.0,2,2021-06-14,2023-09-11,819,2.24,130000.0,250000.0,2167.0,4167.0,92.3,33.9,"[{""date_mutation"": ""2021-06-14"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 130000.0, ""surface_reelle_bati"": 60.0, ""nombre_pieces_principales"": 4.0, ""surface_terrain"": 798.0, ""nb_lignes"": 1}, {""date_mutation"": ""2023-09-11"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 250000.0, ""surface_reelle_bati"": 60.0, ""nombre_pieces_principales"": 4.0, ""surface_terrain"": 798.0, ""nb_lignes"": 1}]"
13213,MARSEILLE 13EME,13013,"1 AV JULLIEN, 13013 MARSEILLE 13EME",884,L,103,132138840L0103,1.0,,AV,JULLIEN,146.0,2,2021-11-04,2022-06-30,238,0.65,385000.0,465000.0,2637.0,3185.0,20.8,33.6,"[{""date_mutation"": ""2021-11-04"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 385000.0, ""surface_reelle_bati"": 146.0, ""nombre_pieces_principales"": 3.0, ""surface_terrain"": 633.0, ""nb_lignes"": 2}, {""date_mutation"": ""2022-06-30"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 465000.0, ""surface_reelle_bati"": 146.0, ""nombre_pieces_principales"": 3.0, ""surface_terrain"": 401.0, ""nb_lignes"": 2}]"
13213,MARSEILLE 13EME,13013,"5 A GR GRAND RUE LOUIS FABRY, 13013 MARSEILLE 13EME",880,D,54,132138800D0054,5.0,A,GR,GRAND RUE LOUIS FABRY,40.0,3,2021-10-04,2025-04-16,380,1.04,145000.0,195000.0,3625.0,4875.0,34.5,32.9,"[{""date_mutation"": ""2021-10-04"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 145000.0, ""surface_reelle_bati"": 40.0, ""nombre_pieces_principales"": 2.0, ""surface_terrain"": 60.0, ""nb_lignes"": 1}, {""date_mutation"": ""2022-10-19"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 180000.0, ""surface_reelle_bati"": 40.0, ""nombre_pieces_principales"": 2.0, ""surface_terrain"": 60.0, ""nb_lignes"": 1}, {""date_mutation"": ""2025-04-16"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 195000.0, ""surface_reelle_bati"": 40.0, ""nombre_pieces_principales"": 2.0, ""surface_terrain"": 60.0, ""nb_lignes"": 1}]"
13208,MARSEILLE 8EME,13008,"43 TRA PRAT, 13008 MARSEILLE 8EME",841,H,57,132088410H0057,43.0,,TRA,PRAT,67.0,2,2021-06-24,2023-12-08,897,2.46,550000.0,1100000.0,8209.0,16418.0,100.0,32.6,"[{""date_mutation"": ""2021-06-24"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 550000.0, ""surface_reelle_bati"": 67.0, ""nombre_pieces_principales"": 4.0, ""surface_terrain"": 307.0, ""nb_lignes"": 1}, {""date_mutation"": ""2023-12-08"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 1100000.0, ""surface_reelle_bati"": 67.0, ""nombre_pieces_principales"": 4.0, ""surface_terrain"": 307.0, ""nb_lignes"": 1}]"
13213,MARSEILLE 13EME,13013,"43 AV MARCEL DELPRAT, 13013 MARSEILLE 13EME",880,E,12,132138800E0012,43.0,,AV,MARCEL DELPRAT,58.0,2,2021-08-31,2024-04-08,951,2.6,155000.0,320000.0,2672.0,5517.0,106.5,32.1,"[{""date_mutation"": ""2021-08-31"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 155000.0, ""surface_reelle_bati"": 58.0, ""nombre_pieces_principales"": 3.0, ""surface_terrain"": 453.0, ""nb_lignes"": 1}, {""date_mutation"": ""2024-04-08"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 320000.0, ""surface_reelle_bati"": 58.0, ""nombre_pieces_principales"": 3.0, ""surface_terrain"": 453.0, ""nb_lignes"": 1}]"
13208,MARSEILLE 8EME,13008,"134 RUE EDMOND ROSTAND, 13008 MARSEILLE 8EME",839,C,201,132088390C0201,134.0,,RUE,EDMOND ROSTAND,170.0,2,2022-01-19,2023-02-15,392,1.07,760000.0,1020000.0,4471.0,6000.0,34.2,31.5,"[{""date_mutation"": ""2022-01-19"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 760000.0, ""surface_reelle_bati"": 170.0, ""nombre_pieces_principales"": 4.0, ""surface_terrain"": null, ""nb_lignes"": 1}, {""date_mutation"": ""2023-02-15"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 1020000.0, ""surface_reelle_bati"": 170.0, ""nombre_pieces_principales"": 3.0, ""surface_terrain"": null, ""nb_lignes"": 1}]"
13212,MARSEILLE 12EME,13012,"38 AV DE BOIS LUZY, 13012 MARSEILLE 12EME",875,B,87,132128750B0087,38.0,,AV,DE BOIS LUZY,65.0,2,2020-09-10,2024-01-19,1226,3.36,370000.0,922500.0,5692.0,14192.0,149.3,31.3,"[{""date_mutation"": ""2020-09-10"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 370000.0, ""surface_reelle_bati"": 65.0, ""nombre_pieces_principales"": 3.0, ""surface_terrain"": 362.0, ""nb_lignes"": 1}, {""date_mutation"": ""2024-01-19"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 922500.0, ""surface_reelle_bati"": 65.0, ""nombre_pieces_principales"": 3.0, ""surface_terrain"": 362.0, ""nb_lignes"": 1}]"
13205,MARSEILLE 5EME,13005,"15 RUE ROUSSEAU, 13005 MARSEILLE 5EME",821,I,119,132058210I0119,15.0,,RUE,ROUSSEAU,58.0,2,2022-01-27,2024-03-01,764,2.09,415000.0,728823.0,7155.0,12566.0,75.6,30.9,"[{""date_mutation"": ""2022-01-27"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 415000.0, ""surface_reelle_bati"": 58.0, ""nombre_pieces_principales"": 3.0, ""surface_terrain"": 131.0, ""nb_lignes"": 1}, {""date_mutation"": ""2024-03-01"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 728823.0, ""surface_reelle_bati"": 58.0, ""nombre_pieces_principales"": 3.0, ""surface_terrain"": 131.0, ""nb_lignes"": 1}]"
