insee_code,Commune,code_postal,adresse,prefixe_section,Section,No plan,id_parcelle,No voie,btq,Type de voie,Voie,surface_reelle_bati,n_sales,first_date,last_date,min_gap_days,years,first_price,last_price,ppm2_first,ppm2_last,pct_change,ann_pct,mutations
13212,MARSEILLE 12EME,13012,"66 BD DES FAUVETTES, 13012 MARSEILLE 12EME",877,M,68,132128770M0068,66.0,,BD,DES FAUVETTES,50.0,2,2021-12-13,2025-02-03,1148,3.14,195000.0,445000.0,3900.0,8900.0,128.2,30.0,"[{""date_mutation"": ""2021-12-13"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 195000.0, ""surface_reelle_bati"": 50.0, ""nombre_pieces_principales"": 3.0, ""surface_terrain"": 116.0, ""nb_lignes"": 1}, {""date_mutation"": ""2025-02-03"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 445000.0, ""surface_reelle_bati"": 50.0, ""nombre_pieces_principales"": 3.0, ""surface_terrain"": 116.0, ""nb_lignes"": 1}]"
13207,MARSEILLE 7EME,13007,"6 IMP SAUZE, 13007 MARSEILLE 7EME",830,D,131,132078300D0131,6.0,,IMP,SAUZE,100.0,2,2022-01-03,2023-06-01,514,1.41,649000.0,934260.0,6490.0,9343.0,44.0,29.5,"[{""date_mutation"": ""2022-01-03"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 649000.0, ""surface_reelle_bati"": 100.0, ""nombre_pieces_principales"": 5.0, ""surface_terrain"": 123.0, ""nb_lignes"": 1}, {""date_mutation"": ""2023-06-01"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 934260.0, ""surface_reelle_bati"": 100.0, ""nombre_pieces_principales"": 5.0, ""surface_terrain"": 123.0, ""nb_lignes"": 1}]"
13211,MARSEILLE 11EME,13011,"24 RTE DE LA TREILLE, 13011 MARSEILLE 11EME",863,B,111,132118630B0111,24.0,,RTE,DE LA TREILLE,35.0,3,2022-11-17,2024-08-09,281,0.77,295000.0,360000.0,8429.0,10286.0,22.0,29.5,"[{""date_mutation"": ""2022-11-17"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 295000.0, ""surface_reelle_bati"": 35.0, ""nombre_pieces_principales"": 2.0, ""surface_terrain"": 185.0, ""nb_lignes"": 1}, {""date_mutation"": ""2023-08-25"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 318000.0, ""surface_reelle_bati"": 35.0, ""nombre_pieces_principales"": 2.0, ""surface_terrain"": 185.0, ""nb_lignes"": 1}, {""date_mutation"": ""2024-08-09"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 360000.0, ""surface_reelle_bati"": 35.0, ""nombre_pieces_principales"": 2.0, ""surface_terrain"": 185.0, ""nb_lignes"": 1}]"
13209,MARSEILLE 9EME,13009,"44 RUE EMILE ZOLA, 13009 MARSEILLE 9EME",849,O,256,132098490O0256,44.0,,RUE,EMILE ZOLA,50.0,2,2021-08-31,2022-09-08,373,1.02,320000.0,415000.0,6400.0,8300.0,29.7,29.0,"[{""date_mutation"": ""2021-08-31"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 320000.0, ""surface_reelle_bati"": 50.0, ""nombre_pieces_principales"": 2.0, ""surface_terrain"": 77.0, ""nb_lignes"": 1}, {""date_mutation"": ""2022-09-08"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 415000.0, ""surface_reelle_bati"": 50.0, ""nombre_pieces_principales"": 2.0, ""surface_terrain"": 77.0, ""nb_lignes"": 1}]"
13207,MARSEILLE 7EME,13007,"3 RUE BERLE, 13007 MARSEILLE 7EME",829,L,54,132078290L0054,3.0,,RUE,BERLE,31.0,2,2020-10-12,2022-11-07,756,2.07,110000.0,185000.0,3548.0,5968.0,68.2,28.6,"[{""date_mutation"": ""2020-10-12"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 110000.0, ""surface_reelle_bati"": 31.0, ""nombre_pieces_principales"": 2.0, ""surface_terrain"": null, ""nb_lignes"": 1}, {""date_mutation"": ""2022-11-07"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 185000.0, ""surface_reelle_bati"": 31.0, ""nombre_pieces_principales"": 2.0, ""surface_terrain"": null, ""nb_lignes"": 1}]"
13211,MARSEILLE 11EME,13011,"64 T BD DE LA VALBARELLE, 13011 MARSEILLE 11EME",870,A,170,132118700A0170,64.0,T,BD,DE LA VALBARELLE,91.0,2,2022-03-11,2025-03-26,1111,3.04,390000.0,772000.0,4286.0,8484.0,97.9,25.2,"[{""date_mutation"": ""2022-03-11"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 390000.0, ""surface_reelle_bati"": 91.0, ""nombre_pieces_principales"": 5.0, ""surface_terrain"": 454.0, ""nb_lignes"": 1}, {""date_mutation"": ""2025-03-26"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 772000.0, ""surface_reelle_bati"": 91.0, ""nombre_pieces_principales"": 5.0, ""surface_terrain"": 454.0, ""nb_lignes"": 1}]"
13208,MARSEILLE 8EME,13008,"230 BD PERIER, 13008 MARSEILLE 8EME",839,A,60,132088390A0060,230.0,,BD,PERIER,180.0,2,2020-12-22,2022-05-31,525,1.44,1000000.0,1380000.0,5556.0,7667.0,38.0,25.1,"[{""date_mutation"": ""2020-12-22"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 1000000.0, ""surface_reelle_bati"": 180.0, ""nombre_pieces_principales"": 8.0, ""surface_terrain"": 954.0, ""nb_lignes"": 1}, {""date_mutation"": ""2022-05-31"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 1380000.0, ""surface_reelle_bati"": 180.0, ""nombre_pieces_principales"": 8.0, ""surface_terrain"": 954.0, ""nb_lignes"": 1}]"
13211,MARSEILLE 11EME,13011,"30 CHE DE RUISSATEL, 13011 MARSEILLE 11EME",863,I,414,132118630I0414,30.0,,CHE,DE RUISSATEL,141.0,2,2020-08-10,2021-06-23,317,0.87,589600.0,714000.0,4182.0,5064.0,21.1,24.7,"[{""date_mutation"": ""2020-08-10"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 589600.0, ""surface_reelle_bati"": 141.0, ""nombre_pieces_principales"": 5.0, ""surface_terrain"": 700.0, ""nb_lignes"": 1}, {""date_mutation"": ""2021-06-23"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 714000.0, ""surface_reelle_bati"": 141.0, ""nombre_pieces_principales"": 5.0, ""surface_terrain"": 700.0, ""nb_lignes"": 1}]"
13210,MARSEILLE 10EME,13010,"2 IMP ANDRE, 13010 MARSEILLE 10EME",856,C,12,132108560C0012,2.0,,IMP,ANDRE,133.0,2,2020-07-23,2021-07-01,343,0.94,342000.0,420000.0,2571.0,3158.0,22.8,24.5,"[{""date_mutation"": ""2020-07-23"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 342000.0, ""surface_reelle_bati"": 133.0, ""nombre_pieces_principales"": 4.0, ""surface_terrain"": null, ""nb_lignes"": 1}, {""date_mutation"": ""2021-07-01"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 420000.0, ""surface_reelle_bati"": 133.0, ""nombre_pieces_principales"": 4.0, ""surface_terrain"": null, ""nb_lignes"": 1}]"
13207,MARSEILLE 7EME,13007,"4 RUE PEYRONNET, 13007 MARSEILLE 7EME",829,H,174,132078290H0174,4.0,,RUE,PEYRONNET,79.0,2,2023-10-24,2024-07-08,258,0.71,561321.0,655000.0,7105.0,8291.0,16.7,24.4,"[{""date_mutation"": ""2023-10-24"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 561321.0, ""surface_reelle_bati"": 79.0, ""nombre_pieces_principales"": 3.0, ""surface_terrain"": 198.0, ""nb_lignes"": 1}, {""date_mutation"": ""2024-07-08"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 655000.0, ""surface_reelle_bati"": 79.0, ""nombre_pieces_principales"": 3.0, ""surface_terrain"": 198.0, ""nb_lignes"": 1}]"
13207,MARSEILLE 7EME,13007,"3 RUE ETIENNE MEIN, 13007 MARSEILLE 7EME",829,H,113,132078290H0113,3.0,,RUE,ETIENNE MEIN,225.0,2,2020-07-24,2021-04-12,262,0.72,1200000.0,1400000.0,5333.0,6222.0,16.7,24.0,"[{""date_mutation"": ""2020-07-24"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 1200000.0, ""surface_reelle_bati"": 225.0, ""nombre_pieces_principales"": 6.0, ""surface_terrain"": 750.0, ""nb_lignes"": 2}, {""date_mutation"": ""2021-04-12"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 1400000.0, ""surface_reelle_bati"": 225.0, ""nombre_pieces_principales"": 6.0, ""surface_terrain"": 750.0, ""nb_lignes"": 2}]"
13212,MARSEILLE 12EME,13012,"5 TSSE SAUTADOU, 13012 MARSEILLE 12EME",872,C,251,132128720C0251,5.0,,TSSE,SAUTADOU,139.0,2,2021-11-26,2022-08-11,258,0.71,540000.0,628000.0,3885.0,4518.0,16.3,23.8,"[{""date_mutation"": ""2021-11-26"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 540000.0, ""surface_reelle_bati"": 139.0, ""nombre_pieces_principales"": 4.0, ""surface_terrain"": 578.0, ""nb_lignes"": 1}, {""date_mutation"": ""2022-08-11"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 628000.0, ""surface_reelle_bati"": 139.0, ""nombre_pieces_principales"": 4.0, ""surface_terrain"": 578.0, ""nb_lignes"": 1}]"
13214,MARSEILLE 14EME,13014,"2 ALL DES TROENES, 13014 MARSEILLE 14EME",893,B,252,132148930B0252,2.0,,ALL,DES TROENES,440.0,2,2020-11-23,2022-05-12,535,1.46,623700.0,850000.0,1418.0,1932.0,36.3,23.5,"[{""date_mutation"": ""2020-11-23"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 623700.0, ""surface_reelle_bati"": 440.0, ""nombre_pieces_principales"": 7.0, ""surface_terrain"": 1165.0, ""nb_lignes"": 2}, {""date_mutation"": ""2022-05-12"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 850000.0, ""surface_reelle_bati"": 440.0, ""nombre_pieces_principales"": 7.0, ""surface_terrain"": 1165.0, ""nb_lignes"": 2}]"
13207,MARSEILLE 7EME,13007,"22 AV DES ROCHES, 13007 MARSEILLE 7EME",829,D,139,132078290D0139,22.0,,AV,DES ROCHES,168.0,2,2021-11-29,2025-05-28,1276,3.49,1050000.0,2170000.0,6250.0,12917.0,106.7,23.1,"[{""date_mutation"": ""2021-11-29"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 1050000.0, ""surface_reelle_bati"": 168.0, ""nombre_pieces_principales"": 6.0, ""surface_terrain"": 800.0, ""nb_lignes"": 1}, {""date_mutation"": ""2025-05-28"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 2170000.0, ""surface_reelle_bati"": 168.0, ""nombre_pieces_principales"": 6.0, ""surface_terrain"": 800.0, ""nb_lignes"": 1}]"
13211,MARSEILLE 11EME,13011,"45 F BD DES FAUVETTES, 13011 MARSEILLE 11EME",863,D,391,132118630D0391,45.0,F,BD,DES FAUVETTES,75.0,2,2021-05-31,2025-06-24,1485,4.07,388250.0,898250.0,5177.0,11977.0,131.4,22.9,"[{""date_mutation"": ""2021-05-31"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 388250.0, ""surface_reelle_bati"": 75.0, ""nombre_pieces_principales"": 3.0, ""surface_terrain"": 945.0, ""nb_lignes"": 1}, {""date_mutation"": ""2025-06-24"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 898250.0, ""surface_reelle_bati"": 75.0, ""nombre_pieces_principales"": 3.0, ""surface_terrain"": 945.0, ""nb_lignes"": 1}]"
13212,MARSEILLE 12EME,13012,"40 BD DEBORD, 13012 MARSEILLE 12EME",874,U,115,132128740U0115,40.0,,BD,DEBORD,65.0,2,2020-07-28,2022-10-07,801,2.19,315000.0,490000.0,4846.0,7538.0,55.6,22.3,"[{""date_mutation"": ""2020-07-28"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 315000.0, ""surface_reelle_bati"": 65.0, ""nombre_pieces_principales"": 4.0, ""surface_terrain"": 205.0, ""nb_lignes"": 1}, {""date_mutation"": ""2022-10-07"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 490000.0, ""surface_reelle_bati"": 65.0, ""nombre_pieces_principales"": 4.0, ""surface_terrain"": 205.0, ""nb_lignes"": 1}]"
13215,MARSEILLE 15EME,13015,"8 TSSE BERNABO, 13015 MARSEILLE 15EME",899,A,9,132158990A0009,8.0,,TSSE,BERNABO,110.0,2,2021-06-03,2023-12-18,928,2.54,145400.0,238800.0,1322.0,2171.0,64.2,21.6,"[{""date_mutation"": ""2021-06-03"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 145400.0, ""surface_reelle_bati"": 110.0, ""nombre_pieces_principales"": 4.0, ""surface_terrain"": 204.0, ""nb_lignes"": 1}, {""date_mutation"": ""2023-12-18"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 238800.0, ""surface_reelle_bati"": 110.0, ""nombre_pieces_principales"": 4.0, ""surface_terrain"": 204.0, ""nb_lignes"": 1}]"
13203,MARSEILLE 3EME,13003,"64 TRA SERY, 13003 MARSEILLE 3EME",811,D,12,132038110D0012,64.0,,TRA,SERY,90.0,2,2021-09-30,2023-08-24,693,1.9,280000.0,400000.0,3111.0,4444.0,42.9,20.7,"[{""date_mutation"": ""2021-09-30"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 280000.0, ""surface_reelle_bati"": 90.0, ""nombre_pieces_principales"": 4.0, ""surface_terrain"": 131.0, ""nb_lignes"": 1}, {""date_mutation"": ""2023-08-24"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 400000.0, ""surface_reelle_bati"": 90.0, ""nombre_pieces_principales"": 4.0, ""surface_terrain"": 131.0, ""nb_lignes"": 1}]"
13212,MARSEILLE 12EME,13012,"22 IMP DE LA MARIONNE, 13012 MARSEILLE 12EME",878,B,200,132128780B0200,22.0,,IMP,DE LA MARIONNE,124.0,2,2021-02-25,2023-10-26,973,2.66,650000.0,1067300.0,5242.0,8607.0,64.2,20.5,"[{""date_mutation"": ""2021-02-25"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 650000.0, ""surface_reelle_bati"": 124.0, ""nombre_pieces_principales"": 5.0, ""surface_terrain"": 942.0, ""nb_lignes"": 1}, {""date_mutation"": ""2023-10-26"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 1067300.0, ""surface_reelle_bati"": 124.0, ""nombre_pieces_principales"": 5.0, ""surface_terrain"": 942.0, ""nb_lignes"": 1}]"
13213,MARSEILLE 13EME,13013,"167 F AV DE LA CROIX ROUGE, 13013 MARSEILLE 13EME",879,C,298,132138790C0298,167.0,F,AV,DE LA CROIX ROUGE,68.0,2,2020-09-21,2025-04-30,1682,4.61,120000.0,280000.0,1765.0,4118.0,133.3,20.2,"[{""date_mutation"": ""2020-09-21"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 120000.0, ""surface_reelle_bati"": 68.0, ""nombre_pieces_principales"": 3.0, ""surface_terrain"": 501.0, ""nb_lignes"": 1}, {""date_mutation"": ""2025-04-30"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 280000.0, ""surface_reelle_bati"": 68.0, ""nombre_pieces_principales"": 3.0, ""surface_terrain"": 501.0, ""nb_lignes"": 1}]"
13211,MARSEILLE 11EME,13011,"5094 F CHE DU VALLON DU PASSE TEMPS, 13011 MARSEILLE 11EME",869,C,94,132118690C0094,5094.0,F,CHE,DU VALLON DU PASSE TEMPS,119.0,2,2021-07-21,2022-07-29,373,1.02,1098950.0,1320000.0,9235.0,11092.0,20.1,19.7,"[{""date_mutation"": ""2021-07-21"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 1098950.0, ""surface_reelle_bati"": 119.0, ""nombre_pieces_principales"": 4.0, ""surface_terrain"": 368.0, ""nb_lignes"": 1}, {""date_mutation"": ""2022-07-29"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 1320000.0, ""surface_reelle_bati"": 119.0, ""nombre_pieces_principales"": 4.0, ""surface_terrain"": 368.0, ""nb_lignes"": 1}]"
13213,MARSEILLE 13EME,13013,"5 AV DE FUVEAU, 13013 MARSEILLE 13EME",881,B,24,132138810B0024,5.0,,AV,DE FUVEAU,59.0,2,2023-06-02,2024-08-08,433,1.19,190000.0,234700.0,3220.0,3978.0,23.5,19.5,"[{""date_mutation"": ""2023-06-02"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 190000.0, ""surface_reelle_bati"": 59.0, ""nombre_pieces_principales"": 3.0, ""surface_terrain"": 125.0, ""nb_lignes"": 1}, {""date_mutation"": ""2024-08-08"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 234700.0, ""surface_reelle_bati"": 59.0, ""nombre_pieces_principales"": 3.0, ""surface_terrain"": 125.0, ""nb_lignes"": 1}]"
13207,MARSEILLE 7EME,13007,"15 RUE DE LA GORGE, 13007 MARSEILLE 7EME",834,D,130,132078340D0130,15.0,,RUE,DE LA GORGE,140.0,2,2021-03-08,2023-05-25,808,2.21,808000.0,1178800.0,5771.0,8420.0,45.9,18.6,"[{""date_mutation"": ""2021-03-08"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 808000.0, ""surface_reelle_bati"": 140.0, ""nombre_pieces_principales"": 6.0, ""surface_terrain"": 220.0, ""nb_lignes"": 1}, {""date_mutation"": ""2023-05-25"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 1178800.0, ""surface_reelle_bati"": 140.0, ""nombre_pieces_principales"": 6.0, ""surface_terrain"": 220.0, ""nb_lignes"": 1}]"
13206,MARSEILLE 6EME,13006,"31 RUE DES ANTILLES, 13006 MARSEILLE 6EME",828,I,82,132068280I0082,31.0,,RUE,DES ANTILLES,78.0,2,2021-06-15,2024-02-23,983,2.69,400000.0,630600.0,5128.0,8085.0,57.6,18.4,"[{""date_mutation"": ""2021-06-15"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 400000.0, ""surface_reelle_bati"": 78.0, ""nombre_pieces_principales"": 3.0, ""surface_terrain"": 99.0, ""nb_lignes"": 1}, {""date_mutation"": ""2024-02-23"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 630600.0, ""surface_reelle_bati"": 78.0, ""nombre_pieces_principales"": 3.0, ""surface_terrain"": 99.0, ""nb_lignes"": 1}]"
13213,MARSEILLE 13EME,13013,"6 RUE NIELS BOHR, 13013 MARSEILLE 13EME",880,C,122,132138800C0122,6.0,,RUE,NIELS BOHR,81.0,2,2020-10-02,2023-10-16,1109,3.04,300000.0,500000.0,3704.0,6173.0,66.7,18.3,"[{""date_mutation"": ""2020-10-02"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 300000.0, ""surface_reelle_bati"": 81.0, ""nombre_pieces_principales"": 4.0, ""surface_terrain"": 1000.0, ""nb_lignes"": 1}, {""date_mutation"": ""2023-10-16"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 500000.0, ""surface_reelle_bati"": 81.0, ""nombre_pieces_principales"": 4.0, ""surface_terrain"": 1000.0, ""nb_lignes"": 1}]"
13204,MARSEILLE 4EME,13004,"4 BD CASSINI, 13004 MARSEILLE 4EME",818,B,5,132048180B0005,4.0,,BD,CASSINI,240.0,2,2022-04-22,2024-06-24,794,2.17,420000.0,605000.0,1750.0,2521.0,44.0,18.3,"[{""date_mutation"": ""2022-04-22"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 420000.0, ""surface_reelle_bati"": 240.0, ""nombre_pieces_principales"": 8.0, ""surface_terrain"": 179.0, ""nb_lignes"": 1}, {""date_mutation"": ""2024-06-24"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 605000.0, ""surface_reelle_bati"": 240.0, ""nombre_pieces_principales"": 8.0, ""surface_terrain"": 179.0, ""nb_lignes"": 1}]"
13209,MARSEILLE 9EME,13009,"2 AV DU DOCTEUR PAGE, 13009 MARSEILLE 9EME",849,V,57,132098490V0057,2.0,,AV,DU DOCTEUR PAGE,175.0,2,2020-10-01,2022-05-09,585,1.6,1150000.0,1504800.0,6571.0,8599.0,30.9,18.3,"[{""date_mutation"": ""2020-10-01"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 1150000.0, ""surface_reelle_bati"": 175.0, ""nombre_pieces_principales"": 5.0, ""surface_terrain"": 340.0, ""nb_lignes"": 1}, {""date_mutation"": ""2022-05-09"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 1504800.0, ""surface_reelle_bati"": 175.0, ""nombre_pieces_principales"": 5.0, ""surface_terrain"": 340.0, ""nb_lignes"": 1}]"
13212,MARSEILLE 12EME,13012,"31 AV DU BOUSQUETIER, 13012 MARSEILLE 12EME",877,N,368,132128770N0368,31.0,,AV,DU BOUSQUETIER,71.0,2,2021-08-04,2022-06-23,323,0.88,547000.0,634000.0,7704.0,8930.0,15.9,18.2,"[{""date_mutation"": ""2021-08-04"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 547000.0, ""surface_reelle_bati"": 71.0, ""nombre_pieces_principales"": 3.0, ""surface_terrain"": 352.0, ""nb_lignes"": 1}, {""date_mutation"": ""2022-06-23"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 634000.0, ""surface_reelle_bati"": 71.0, ""nombre_pieces_principales"": 3.0, ""surface_terrain"": 352.0, ""nb_lignes"": 1}]"
13216,MARSEILLE 16EME,13016,"16 RUE MILLAU, 13016 MARSEILLE 16EME",911,I,50,132169110I0050,16.0,,RUE,MILLAU,65.0,2,2021-09-22,2023-04-03,558,1.53,175000.0,225000.0,2692.0,3462.0,28.6,17.9,"[{""date_mutation"": ""2021-09-22"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 175000.0, ""surface_reelle_bati"": 65.0, ""nombre_pieces_principales"": 4.0, ""surface_terrain"": 125.0, ""nb_lignes"": 1}, {""date_mutation"": ""2023-04-03"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 225000.0, ""surface_reelle_bati"": 65.0, ""nombre_pieces_principales"": 4.0, ""surface_terrain"": 125.0, ""nb_lignes"": 1}]"
13213,MARSEILLE 13EME,13013,"5 BD DE LA PRESENTATION, 13013 MARSEILLE 13EME",886,M,62,132138860M0062,5.0,,BD,DE LA PRESENTATION,75.0,2,2020-10-29,2021-11-05,372,1.02,267300.0,315550.0,3564.0,4207.0,18.1,17.7,"[{""date_mutation"": ""2020-10-29"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 267300.0, ""surface_reelle_bati"": 75.0, ""nombre_pieces_principales"": 1.0, ""surface_terrain"": 418.0, ""nb_lignes"": 1}, {""date_mutation"": ""2021-11-05"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 315550.0, ""surface_reelle_bati"": 75.0, ""nombre_pieces_principales"": 1.0, ""surface_terrain"": 418.0, ""nb_lignes"": 1}]"
13207,MARSEILLE 7EME,13007,"426 CHE DU ROUCAS BLANC, 13007 MARSEILLE 7EME",833,K,56,132078330K0056,426.0,,CHE,DU ROUCAS BLANC,400.0,2,2022-12-23,2023-11-30,342,0.94,860000.0,1000000.0,2150.0,2500.0,16.3,17.5,"[{""date_mutation"": ""2022-12-23"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 860000.0, ""surface_reelle_bati"": 400.0, ""nombre_pieces_principales"": 6.0, ""surface_terrain"": 587.0, ""nb_lignes"": 2}, {""date_mutation"": ""2023-11-30"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 1000000.0, ""surface_reelle_bati"": 400.0, ""nombre_pieces_principales"": 6.0, ""surface_terrain"": 1865.0, ""nb_lignes"": 2}]"
13215,MARSEILLE 15EME,13015,"4 BD JEAN JUVENAL, 13015 MARSEILLE 15EME",903,A,181,132159030A0181,4.0,,BD,JEAN JUVENAL,83.0,2,2020-08-06,2021-05-25,292,0.8,310000.0,352000.0,3735.0,4241.0,13.5,17.2,"[{""date_mutation"": ""2020-08-06"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 310000.0, ""surface_reelle_bati"": 83.0, ""nombre_pieces_principales"": 4.0, ""surface_terrain"": 914.0, ""nb_lignes"": 1}, {""date_mutation"": ""2021-05-25"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 352000.0, ""surface_reelle_bati"": 83.0, ""nombre_pieces_principales"": 4.0, ""surface_terrain"": 914.0, ""nb_lignes"": 1}]"
13206,MARSEILLE 6EME,13006,"44 A RUE DE LA GUADELOUPE, 13006 MARSEILLE 6EME",828,H,180,132068280H0180,44.0,A,RUE,DE LA GUADELOUPE,42.0,2,2020-11-17,2023-03-28,861,2.36,459000.0,667000.0,10929.0,15881.0,45.3,17.2,"[{""date_mutation"": ""2020-11-17"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 459000.0, ""surface_reelle_bati"": 42.0, ""nombre_pieces_principales"": 3.0, ""surface_terrain"": 59.0, ""nb_lignes"": 1}, {""date_mutation"": ""2023-03-28"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 667000.0, ""surface_reelle_bati"": 42.0, ""nombre_pieces_principales"": 3.0, ""surface_terrain"": 59.0, ""nb_lignes"": 1}]"
13213,MARSEILLE 13EME,13013,"7 PL DU GRAND PASCAL, 13013 MARSEILLE 13EME",884,K,22,132138840K0022,7.0,,PL,DU GRAND PASCAL,40.0,2,2021-01-29,2022-01-10,346,0.95,125000.0,145000.0,3125.0,3625.0,16.0,17.0,"[{""date_mutation"": ""2021-01-29"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 125000.0, ""surface_reelle_bati"": 40.0, ""nombre_pieces_principales"": 2.0, ""surface_terrain"": 30.0, ""nb_lignes"": 1}, {""date_mutation"": ""2022-01-10"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 145000.0, ""surface_reelle_bati"": 40.0, ""nombre_pieces_principales"": 2.0, ""surface_terrain"": 30.0, ""nb_lignes"": 1}]"
13213,MARSEILLE 13EME,13013,"5016 F CHE DE PARANQUE, 13013 MARSEILLE 13EME",879,C,16,132138790C0016,5016.0,F,CHE,DE PARANQUE,64.0,2,2021-05-10,2022-11-15,554,1.52,200000.0,252000.0,3125.0,3938.0,26.0,16.5,"[{""date_mutation"": ""2021-05-10"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 200000.0, ""surface_reelle_bati"": 64.0, ""nombre_pieces_principales"": 3.0, ""surface_terrain"": 365.0, ""nb_lignes"": 1}, {""date_mutation"": ""2022-11-15"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 252000.0, ""surface_reelle_bati"": 64.0, ""nombre_pieces_principales"": 3.0, ""surface_terrain"": 365.0, ""nb_lignes"": 1}]"
13208,MARSEILLE 8EME,13008,"99 BD ALEXANDRE DELABRE, 13008 MARSEILLE 8EME",837,D,325,132088370D0325,99.0,,BD,ALEXANDRE DELABRE,81.0,2,2021-08-20,2023-08-31,741,2.03,530000.0,720000.0,6543.0,8889.0,35.8,16.3,"[{""date_mutation"": ""2021-08-20"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 530000.0, ""surface_reelle_bati"": 81.0, ""nombre_pieces_principales"": 3.0, ""surface_terrain"": 24.0, ""nb_lignes"": 1}, {""date_mutation"": ""2023-08-31"", ""nature_mutation"": ""Vente"", ""valeur_fonciere"": 720000.0, ""surface_reelle_bati"": 81.0, ""nombre_pieces_principales"": 3.0, ""surface_terrain"": 24.0, ""nb_lignes"": 1}]"
