Code postal,Commune,Code departement,Code commune,Prefixe de section,Section,No plan,Type local,Surface reelle bati,Surface terrain,Nombre pieces principales,mutations
13820.0,ENSUES-LA-REDONNE,13,33,,AW,166,Maison,90.0,1177.0,4.0,"[{""17/08/2021"": ""1400000,00""}]"
13820.0,ENSUES-LA-REDONNE,13,33,,AW,184,Maison,16.0,33.0,1.0,"[{""08/11/2022"": ""85000,00""}]"
13820.0,ENSUES-LA-REDONNE,13,33,,AW,209,Maison,88.0,273.0,3.0,"[{""19/07/2021"": ""602400,00""}]"
13820.0,ENSUES-LA-REDONNE,13,33,,AX,12,Maison,80.0,738.0,3.0,"[{""19/07/2021"": ""780000,00""}]"
13820.0,ENSUES-LA-REDONNE,13,33,,AX,24,Maison,125.0,,5.0,"[{""08/12/2023"": ""750000,00""}]"
13820.0,ENSUES-LA-REDONNE,13,33,,AX,77,Maison,120.0,3000.0,7.0,"[{""28/02/2022"": ""2170000,00""}, {""28/02/2022"": ""2170000,00""}]"
13820.0,ENSUES-LA-REDONNE,13,33,,AX,82,Maison,101.0,619.0,4.0,"[{""26/11/2021"": ""790000,00""}]"
13820.0,ENSUES-LA-REDONNE,13,33,,AX,108,Maison,52.0,144.0,3.0,"[{""03/06/2021"": ""147000,00""}]"
13820.0,ENSUES-LA-REDONNE,13,33,,AX,111,Maison,60.0,170.0,3.0,"[{""26/06/2025"": ""738670,00""}]"
13820.0,ENSUES-LA-REDONNE,13,33,,AX,124,Maison,59.0,407.0,3.0,"[{""11/03/2022"": ""378000,00""}]"
13820.0,ENSUES-LA-REDONNE,13,33,,AX,161,Maison,85.0,397.0,4.0,"[{""02/06/2023"": ""670000,00""}]"
13820.0,ENSUES-LA-REDONNE,13,33,,AX,164,Maison,107.0,1843.0,4.0,"[{""15/04/2022"": ""750000,00""}]"
13820.0,ENSUES-LA-REDONNE,13,33,,AY,8,Maison,56.0,454.0,3.0,"[{""30/10/2024"": ""440000,00""}]"
13820.0,ENSUES-LA-REDONNE,13,33,,AY,28,Maison,155.0,1335.0,5.0,"[{""05/11/2020"": ""2234350,00""}]"
13820.0,ENSUES-LA-REDONNE,13,33,,AY,53,Maison,90.0,391.0,5.0,"[{""23/08/2022"": ""810000,00""}]"
13820.0,ENSUES-LA-REDONNE,13,33,,AY,61,Maison,40.0,477.0,2.0,"[{""14/10/2020"": ""360000,00""}]"
13820.0,ENSUES-LA-REDONNE,13,33,,AY,77,Maison,85.0,703.0,3.0,"[{""17/05/2021"": ""500000,00""}]"
13820.0,ENSUES-LA-REDONNE,13,33,,AY,88,Maison,60.0,648.0,4.0,"[{""06/11/2024"": ""360000,00""}]"
13820.0,ENSUES-LA-REDONNE,13,33,,AY,90,Maison,121.0,420.0,4.0,"[{""24/02/2022"": ""394000,00""}]"
13820.0,ENSUES-LA-REDONNE,13,33,,AY,92,Maison,106.0,464.0,4.0,"[{""13/01/2022"": ""870000,00""}]"
13820.0,ENSUES-LA-REDONNE,13,33,,AY,94,Maison,91.0,436.0,5.0,"[{""09/10/2023"": ""250000,00""}]"
13820.0,ENSUES-LA-REDONNE,13,33,,AY,104,Maison,104.0,585.0,4.0,"[{""27/01/2023"": ""2505200,00""}]"
13820.0,ENSUES-LA-REDONNE,13,33,,AY,121,Maison,79.0,457.0,3.0,"[{""04/05/2021"": ""600000,00""}]"
13820.0,ENSUES-LA-REDONNE,13,33,,AY,144,Maison,40.0,,2.0,"[{""26/09/2022"": ""299000,00""}]"
13820.0,ENSUES-LA-REDONNE,13,33,,B,820,Maison,90.0,9280.0,3.0,"[{""12/01/2023"": ""315595,38""}, {""12/01/2023"": ""1150000,00""}]"
13820.0,ENSUES-LA-REDONNE,13,33,,B,839,Maison,82.0,360.0,4.0,"[{""22/12/2021"": ""479320,00""}]"
