Identifiant de document,Reference document,1 Articles CGI,2 Articles CGI,3 Articles CGI,4 Articles CGI,5 Articles CGI,No disposition,Date mutation,Nature mutation,Valeur fonciere,No voie,B/T/Q,Type de voie,Code voie,Voie,Code postal,Commune,Code departement,Code commune,Prefixe de section,Section,No plan,No Volume,1er lot,Surface Carrez du 1er lot,2eme lot,Surface Carrez du 2eme lot,3eme lot,Surface Carrez du 3eme lot,4eme lot,Surface Carrez du 4eme lot,5eme lot,Surface Carrez du 5eme lot,Nombre de lots,Code type local,Type local,Identifiant local,Surface reelle bati,Nombre pieces principales,Nature culture,Nature culture speciale,Surface terrain,insee_code,adresse,id_parcelle
,,,,,,,000001,03/05/2024,Vente,"193000,00",45,,AV,0394,ANNE MARIE,13015,MARSEILLE 15EME,13,215,903,A,784,,,,,,,,,,,,0,1,Maison,,75,3,S,,139,13215,"45 AV ANNE MARIE, 13015 MARSEILLE 15EME",132159030A0784
,,,,,,,000001,03/06/2021,Vente,"317500,00",20,,RUE,2788,DESIRE PELAPRAT,13008,MARSEILLE 8EME,13,208,837,D,246,,,,,,,,,,,,0,1,Maison,,70,3,S,,169,13208,"20 RUE DESIRE PELAPRAT, 13008 MARSEILLE 8EME",132088370D0246
,,,,,,,000001,03/06/2021,Vente,"410000,00",10,,IMP,7201,PINDARE,13013,MARSEILLE 13EME,13,213,887,K,36,,,,,,,,,,,,0,1,Maison,,127,4,S,,630,13213,"10 IMP PINDARE, 13013 MARSEILLE 13EME",132138870K0036
,,,,,,,000001,03/06/2021,Vente,"145400,00",8,,TSSE,1108,BERNABO,13015,MARSEILLE 15EME,13,215,899,A,9,,,,,,,,,,,,0,1,Maison,,110,4,S,,204,13215,"8 TSSE BERNABO, 13015 MARSEILLE 15EME",132158990A0009
,,,,,,,000001,03/06/2021,Vente,"294000,00",42,,IMP,2723,DAVIN,13015,MARSEILLE 15EME,13,215,899,L,110,,,,,,,,,,,,0,1,Maison,,132,6,S,,636,13215,"42 IMP DAVIN, 13015 MARSEILLE 15EME",132158990L0110
,,,,,,,000001,03/06/2021,Vente,"525000,00",10,,MTE,1082,DU BERCEAU,13016,MARSEILLE 16EME,13,216,909,D,195,,,,,,,,,,,,0,1,Maison,,121,5,S,,392,13216,"10 MTE DU BERCEAU, 13016 MARSEILLE 16EME",132169090D0195
,,,,,,,000001,03/06/2021,Vente,"223000,00",68,,RUE,7704,RABELAIS,13016,MARSEILLE 16EME,13,216,911,E,147,,,,,,,,,,,,0,1,Maison,,65,3,S,,111,13216,"68 RUE RABELAIS, 13016 MARSEILLE 16EME",132169110E0147
,,,,,,,000001,03/06/2022,Vente,"344000,00",29,,BD,9419,VELTEN,13004,MARSEILLE 4EME,13,204,817,B,150,,,,,,,,,,,,0,1,Maison,,122,4,S,,78,13204,"29 BD VELTEN, 13004 MARSEILLE 4EME",132048170B0150
,,,,,,,000001,03/06/2022,Vente,"707400,00",7,,AV,0762,DE LA BARQUIERE,13009,MARSEILLE 9EME,13,209,849,N,194,,,,,,,,,,,,0,1,Maison,,124,5,S,,432,13209,"7 AV DE LA BARQUIERE, 13009 MARSEILLE 9EME",132098490N0194
,,,,,,,000001,03/06/2022,Vente,"200000,00",16,,BD,0070,ACHILLE MARCEL,13010,MARSEILLE 10EME,13,210,857,C,33,,,,,,,,,,,,0,1,Maison,,70,3,S,,377,13210,"16 BD ACHILLE MARCEL, 13010 MARSEILLE 10EME",132108570C0033
,,,,,,,000001,03/06/2022,Vente,"380000,00",20,,BD,7246,DES PINS QRT LA MILLIERE,13011,MARSEILLE 11EME,13,211,865,D,190,,,,,,,,,,,,0,1,Maison,,72,2,S,,1650,13211,"20 BD DES PINS QRT LA MILLIERE, 13011 MARSEILLE 11EME",132118650D0190
,,,,,,,000001,03/06/2022,Vente,"205000,00",28,,BD,6654,DES OLIVETTES,13011,MARSEILLE 11EME,13,211,870,E,133,,,,,,,,,,,,0,1,Maison,,50,3,S,,129,13211,"28 BD DES OLIVETTES, 13011 MARSEILLE 11EME",132118700E0133
,,,,,,,000001,03/06/2022,Vente,"50000,00",18,,RUE,2830,DU DIX AOUT,13011,MARSEILLE 11EME,13,211,867,K,101,,,,,,,,,,,,0,1,Maison,,50,2,S,,34,13211,"18 RUE DU DIX AOUT, 13011 MARSEILLE 11EME",132118670K0101
,,,,,,,000001,03/06/2022,Vente,"565000,00",11,,AV,0936,BEAUSOLEIL,13012,MARSEILLE 12EME,13,212,877,A,16,,,,,,,,,,,,0,1,Maison,,82,3,S,,488,13212,"11 AV BEAUSOLEIL, 13012 MARSEILLE 12EME",132128770A0016
,,,,,,,000001,03/06/2022,Vente,"732550,00",15,,,A798,LE CLOS ST ANGE,13012,MARSEILLE 12EME,13,212,872,A,167,,,,,,,,,,,,0,1,Maison,,140,6,S,,621,13212,"15 LE CLOS ST ANGE, 13012 MARSEILLE 12EME",132128720A0167
,,,,,,,000001,03/06/2022,Vente,"845000,00",25,,AV,9198,DES TROIS LUCS,13012,MARSEILLE 12EME,13,212,878,B,92,,,,,,,,,,,,0,1,Maison,,83,4,S,,822,13212,"25 AV DES TROIS LUCS, 13012 MARSEILLE 12EME",132128780B0092
,,,,,,,000001,03/06/2022,Vente,"333000,00",20,,IMP,7201,PINDARE,13013,MARSEILLE 13EME,13,213,887,K,115,,,,,,,,,,,,0,1,Maison,,75,4,S,,295,13213,"20 IMP PINDARE, 13013 MARSEILLE 13EME",132138870K0115
,,,,,,,000001,03/06/2022,Vente,"240000,00",131,,RUE,5183,LE CHATELIER,13015,MARSEILLE 15EME,13,215,902,A,190,,,,,,,,,,,,0,1,Maison,,116,5,J,POTAG,775,13215,"131 RUE LE CHATELIER, 13015 MARSEILLE 15EME",132159020A0190
,,,,,,,000001,03/06/2022,Vente,"240000,00",131,,RUE,5183,LE CHATELIER,13015,MARSEILLE 15EME,13,215,902,A,190,,,,,,,,,,,,0,1,Maison,,116,5,J,MARAI,1164,13215,"131 RUE LE CHATELIER, 13015 MARSEILLE 15EME",132159020A0190
,,,,,,,000001,03/06/2022,Vente,"240000,00",131,,RUE,5183,LE CHATELIER,13015,MARSEILLE 15EME,13,215,902,A,190,,,,,,,,,,,,0,1,Maison,,116,5,S,,697,13215,"131 RUE LE CHATELIER, 13015 MARSEILLE 15EME",132159020A0190
,,,,,,,000001,03/06/2022,Vente,"240000,00",131,,RUE,5183,LE CHATELIER,13015,MARSEILLE 15EME,13,215,902,A,190,,,,,,,,,,,,0,1,Maison,,116,5,P,,770,13215,"131 RUE LE CHATELIER, 13015 MARSEILLE 15EME",132159020A0190
,,,,,,,000001,03/06/2022,Vente,"482640,00",12,,AV,5988,DE LA MER,13016,MARSEILLE 16EME,13,216,908,N,169,,46,"100,39",,,,,,,,,1,1,Maison,,99,4,,,,13216,"12 AV DE LA MER, 13016 MARSEILLE 16EME",132169080N0169
,,,,,,,000001,03/06/2025,Vente,"425000,00",12,,IMP,3602,FORCE,13004,MARSEILLE 4EME,13,204,817,B,204,,,,,,,,,,,,0,1,Maison,,75,3,S,,372,13204,"12 IMP FORCE, 13004 MARSEILLE 4EME",132048170B0204
,,,,,,,000001,03/06/2025,Vente,"145000,00",5,,RUE,7340,DU PLATEAU,13007,MARSEILLE 7EME,13,207,834,A,62,,4,"24,91",6,"24,91",,,,,,,2,1,Maison,,24,2,,,,13207,"5 RUE DU PLATEAU, 13007 MARSEILLE 7EME",132078340A0062
,,,,,,,000001,03/06/2025,Vente,"321750,00",58,,RUE,2851,DOCT FREDERIC GRANIER,13007,MARSEILLE 7EME,13,207,830,D,156,,,,,,,,,,,,0,1,Maison,,90,4,S,,91,13207,"58 RUE DOCT FREDERIC GRANIER, 13007 MARSEILLE 7EME",132078300D0156
,,,,,,,000001,03/06/2025,Vente,"498296,00",192,,BD,8551,DE SAINTE MARGUERITE,13009,MARSEILLE 9EME,13,209,853,S,159,,,,,,,,,,,,0,1,Maison,,93,4,S,,248,13209,"192 BD DE SAINTE MARGUERITE, 13009 MARSEILLE 9EME",132098530S0159
,,,,,,,000001,03/06/2025,Vente,"456742,00",192,F,BD,8551,DE SAINTE MARGUERITE,13009,MARSEILLE 9EME,13,209,853,S,160,,,,,,,,,,,,0,1,Maison,,80,3,S,,179,13209,"192 F BD DE SAINTE MARGUERITE, 13009 MARSEILLE 9EME",132098530S0160
,,,,,,,000001,03/06/2025,Vente,"459000,00",52,,RTE,0228,D'ALLAUCH,13011,MARSEILLE 11EME,13,211,863,P,418,,,,,,,,,,,,0,1,Maison,,100,4,S,,563,13211,"52 RTE D'ALLAUCH, 13011 MARSEILLE 11EME",132118630P0418
,,,,,,,000001,03/06/2025,Vente,"180000,00",12,,CHE,2469,COMMANDEUR,13015,MARSEILLE 15EME,13,215,904,L,44,,,,,,,,,,,,0,1,Maison,,88,5,S,,286,13215,"12 CHE COMMANDEUR, 13015 MARSEILLE 15EME",132159040L0044
,,,,,,,000001,03/06/2025,Vente,"591580,00",142,B,PLAG,3230,DE L'ESTAQUE,13016,MARSEILLE 16EME,13,216,908,L,167,,,,,,,,,,,,0,1,Maison,,75,4,S,,355,13216,"142 B PLAG DE L'ESTAQUE, 13016 MARSEILLE 16EME",132169080L0167
,,,,,,,000001,03/07/2020,Vente,"100000,00",1,,PAS,4113,GIRARD,13007,MARSEILLE 7EME,13,207,833,K,89,,,,,,,,,,,,0,1,Maison,,82,4,S,,198,13207,"1 PAS GIRARD, 13007 MARSEILLE 7EME",132078330K0089
,,,,,,,000001,03/07/2020,Vente,"210000,00",23,,RUE,1335,DES BONS VOISINS,13008,MARSEILLE 8EME,13,208,837,D,469,,,,,,,,,,,,0,1,Maison,,55,2,S,,37,13208,"23 RUE DES BONS VOISINS, 13008 MARSEILLE 8EME",132088370D0469
,,,,,,,000001,03/07/2020,Echange,"400000,00",4,,RUE,3159,D ENTRECASTEAUX,13009,MARSEILLE 9EME,13,209,849,O,559,,,,,,,,,,,,0,1,Maison,,105,4,S,,154,13209,"4 RUE D ENTRECASTEAUX, 13009 MARSEILLE 9EME",132098490O0559
,,,,,,,000001,03/07/2020,Vente,"350000,00",96,,BD,4545,ICARD,13010,MARSEILLE 10EME,13,210,859,B,131,,,,,,,,,,,,0,1,Maison,,60,3,S,,480,13210,"96 BD ICARD, 13010 MARSEILLE 10EME",132108590B0131
,,,,,,,000001,03/07/2020,Vente,"325000,00",96,,BD,9510,VICTOR DURUY,13011,MARSEILLE 11EME,13,211,862,L,9,,,,,,,,,,,,0,1,Maison,,65,4,S,,1026,13211,"96 BD VICTOR DURUY, 13011 MARSEILLE 11EME",132118620L0009
,,,,,,,000001,03/07/2020,Vente,"476000,00",8,,IMP,5621,DE LA MALVINA,13012,MARSEILLE 12EME,13,212,878,C,102,,,,,,,,,,,,0,1,Maison,,58,3,S,,581,13212,"8 IMP DE LA MALVINA, 13012 MARSEILLE 12EME",132128780C0102
,,,,,,,000001,03/07/2020,Vente,"773000,00",18,,IMP,8592,DE LA SALETTE,13012,MARSEILLE 12EME,13,212,878,E,172,,,,,,,,,,,,0,1,Maison,,161,3,S,,1129,13212,"18 IMP DE LA SALETTE, 13012 MARSEILLE 12EME",132128780E0172
,,,,,,,000001,03/07/2020,Vente,"780000,00",71,,RUE,3091,EMILE CAILLOL,13012,MARSEILLE 12EME,13,212,875,U,108,,,,,,,,,,,,0,1,Maison,,120,3,S,,350,13212,"71 RUE EMILE CAILLOL, 13012 MARSEILLE 12EME",132128750U0108
,,,,,,,000001,03/07/2020,Vente,"250000,00",19,,ALL,4359,HAUTE RIVE,13014,MARSEILLE 14EME,13,214,894,D,118,,10,"85,17",,,,,,,,,1,1,Maison,,88,4,,,,13214,"19 ALL HAUTE RIVE, 13014 MARSEILLE 14EME",132148940D0118
,,,,,,,000001,03/07/2020,Vente,"152000,00",60,,TRA,5840,MARTIN,13016,MARSEILLE 16EME,13,216,910,I,15,,5,"42,06",,,,,,,,,1,1,Maison,,46,3,,,,13216,"60 TRA MARTIN, 13016 MARSEILLE 16EME",132169100I0015
,,,,,,,000001,03/07/2023,Vente,"338000,00",18,,BD,1311,BONNES GRACES,13003,MARSEILLE 3EME,13,203,811,B,161,,,,,,,,,,,,0,1,Maison,,69,4,S,,126,13203,"18 BD BONNES GRACES, 13003 MARSEILLE 3EME",132038110B0161
,,,,,,,000001,03/07/2023,Vente,"590000,00",130,B,RUE,9356,DU VALLON DES AUFFES,13007,MARSEILLE 7EME,13,207,830,A,14,,,,,,,,,,,,0,1,Maison,,90,3,S,,119,13207,"130 B RUE DU VALLON DES AUFFES, 13007 MARSEILLE 7EME",132078300A0014
,,,,,,,000001,03/07/2023,Vente,"250000,00",71,,RUE,6892,PAUL CODACCIONI,13007,MARSEILLE 7EME,13,207,834,A,59,,,,,,,,,,,,0,1,Maison,,75,4,S,,42,13207,"71 RUE PAUL CODACCIONI, 13007 MARSEILLE 7EME",132078340A0059
,,,,,,,000001,03/07/2023,Vente,"100000,00",9046,,,B002,CALANQUE DE MORGIOU,13009,MARSEILLE 9EME,13,209,846,K,114,,16,,,,,,,,,,1,1,Maison,,31,1,,,,13209,"9046 CALANQUE DE MORGIOU, 13009 MARSEILLE 9EME",132098460K0114
,,,,,,,000001,03/07/2023,Vente,"694000,00",5,,CHE,3420,DES FENETRES ROUGES,13011,MARSEILLE 11EME,13,211,861,D,598,,,,,,,,,,,,0,1,Maison,,117,4,S,,344,13211,"5 CHE DES FENETRES ROUGES, 13011 MARSEILLE 11EME",132118610D0598
,,,,,,,000001,03/07/2023,Vente,"600000,00",266,,AV,7373,DES POILUS,13012,MARSEILLE 12EME,13,212,878,A,236,,5,,,,,,,,,,1,1,Maison,,104,4,S,,446,13212,"266 AV DES POILUS, 13012 MARSEILLE 12EME",132128780A0236
,,,,,,,000001,03/07/2023,Vente,"300000,00",16,,IMP,5483,LUCET,13012,MARSEILLE 12EME,13,212,878,A,640,,,,,,,,,,,,0,1,Maison,,110,4,S,,286,13212,"16 IMP LUCET, 13012 MARSEILLE 12EME",132128780A0640
,,,,,,,000001,03/07/2023,Vente,"900000,00",69,,RUE,6225,MONTAIGNE,13012,MARSEILLE 12EME,13,212,875,O,78,,3,"174,87",4,,,,,,,,2,1,Maison,,147,4,,,,13212,"69 RUE MONTAIGNE, 13012 MARSEILLE 12EME",132128750O0078
,,,,,,,000001,03/07/2023,Vente,"252000,00",58,,PARC,A947,DES VIEUX CYPRES,13013,MARSEILLE 13EME,13,213,880,A,23,,5103,,,,,,,,,,1,1,Maison,,106,6,,,,13213,"58 PARC DES VIEUX CYPRES, 13013 MARSEILLE 13EME",132138800A0023
,,,,,,,000001,03/07/2023,Vente,"439000,00",6,,LOT,A728,LE PRE VERT,13013,MARSEILLE 13EME,13,213,884,E,500,,,,,,,,,,,,0,1,Maison,,92,4,S,,539,13213,"6 LOT LE PRE VERT, 13013 MARSEILLE 13EME",132138840E0500
,,,,,,,000002,03/07/2023,Vente,"312000,00",17,,RUE,5904,DE LA MAURELLE,13013,MARSEILLE 13EME,13,213,884,N,94,,1,"136,00",,,,,,,,,1,1,Maison,,118,5,,,,13213,"17 RUE DE LA MAURELLE, 13013 MARSEILLE 13EME",132138840N0094
,,,,,,,000001,03/07/2023,Vente,"210000,00",147,,RES,A307,DAUPHINE RUE LECHATE,13015,MARSEILLE 15EME,13,215,902,A,225,,26,,,,,,,,,,1,1,Maison,,73,5,J,POTAG,200,13215,"147 RES DAUPHINE RUE LECHATE, 13015 MARSEILLE 15EME",132159020A0225
,,,,,,,000001,03/07/2023,Vente,"456000,00",5018,,CHE,6498,DE LA NERTHE,13016,MARSEILLE 16EME,13,216,909,A,19,,,,,,,,,,,,0,1,Maison,,71,2,S,,400,13216,"5018 CHE DE LA NERTHE, 13016 MARSEILLE 16EME",132169090A0019
,,,,,,,000001,03/07/2024,Vente,"200000,00",2,,MTE,2636,DES CROQUANTS,13007,MARSEILLE 7EME,13,207,833,M,55,,,,,,,,,,,,0,1,Maison,,36,2,S,,131,13207,"2 MTE DES CROQUANTS, 13007 MARSEILLE 7EME",132078330M0055
,,,,,,,000001,03/07/2024,Vente,"797437,00",7,,RUE,0436,ANTOINE MARTINI,13008,MARSEILLE 8EME,13,208,845,B,113,,,,,,,,,,,,0,1,Maison,,92,4,S,,473,13208,"7 RUE ANTOINE MARTINI, 13008 MARSEILLE 8EME",132088450B0113
,,,,,,,000001,03/07/2024,Vente,"968655,00",15,,RUE,1171,DE BEYROUTH,13009,MARSEILLE 9EME,13,209,849,O,226,,,,,,,,,,,,0,1,Maison,,145,5,S,,121,13209,"15 RUE DE BEYROUTH, 13009 MARSEILLE 9EME",132098490O0226
,,,,,,,000001,03/07/2024,Vente,"610000,00",779,,AV,5943,DE MAZARGUES,13009,MARSEILLE 9EME,13,209,849,S,308,,,,,,,,,,,,0,1,Maison,,107,5,S,,407,13209,"779 AV DE MAZARGUES, 13009 MARSEILLE 9EME",132098490S0308
,,,,,,,000001,03/07/2024,Vente,"69000,00",5069,F,BD,1173,BEZOMBES,13011,MARSEILLE 11EME,13,211,866,M,69,,53,,,,,,,,,,1,1,Maison,,79,4,,,,13211,"5069 F BD BEZOMBES, 13011 MARSEILLE 11EME",132118660M0069
,,,,,,,000001,03/07/2024,Vente,"383000,00",5,,AV,0988,BELLE VUE,13013,MARSEILLE 13EME,13,213,884,L,95,,,,,,,,,,,,0,1,Maison,,117,5,S,,525,13213,"5 AV BELLE VUE, 13013 MARSEILLE 13EME",132138840L0095
,,,,,,,000001,03/07/2024,Vente,"256500,00",11,,BD,4442,HENRI MICHEL,13016,MARSEILLE 16EME,13,216,910,M,361,,,,,,,,,,,,0,1,Maison,,75,3,S,,500,13216,"11 BD HENRI MICHEL, 13016 MARSEILLE 16EME",132169100M0361
,,,,,,,000001,03/07/2025,Vente,"560500,00",60,,TRA,6800,PARANGON,13008,MARSEILLE 8EME,13,208,845,L,108,,6,,,,,,,,,,1,1,Maison,,83,5,,,,13208,"60 TRA PARANGON, 13008 MARSEILLE 8EME",132088450L0108
,,,,,,,000001,03/07/2025,Vente,"276970,00",16,,IMP,0995,BELLEVUE,13010,MARSEILLE 10EME,13,210,858,S,100,,,,,,,,,,,,0,1,Maison,,69,4,S,,252,13210,"16 IMP BELLEVUE, 13010 MARSEILLE 10EME",132108580S0100
,,,,,,,000001,03/07/2025,Vente,"255000,00",5148,F,BD,9288,DE LA VALBARELLE,13011,MARSEILLE 11EME,13,211,870,H,146,,71,,,,,,,,,,1,1,Maison,,85,4,,,,13211,"5148 F BD DE LA VALBARELLE, 13011 MARSEILLE 11EME",132118700H0146
,,,,,,,000001,03/07/2025,Vente,"565000,00",11,B,TSSE,8596,DE LA SALETTE,13012,MARSEILLE 12EME,13,212,878,E,232,,,,,,,,,,,,0,1,Maison,,98,3,S,,416,13212,"11 B TSSE DE LA SALETTE, 13012 MARSEILLE 12EME",132128780E0232
,,,,,,,000001,03/07/2025,Vente,"375000,00",11,,IMP,7311,DES PLANTES,13013,MARSEILLE 13EME,13,213,884,C,188,,,,,,,,,,,,0,1,Maison,,88,4,S,,339,13213,"11 IMP DES PLANTES, 13013 MARSEILLE 13EME",132138840C0188
,,,,,,,000001,03/07/2025,Vente,"135000,00",6,,BD,5716,MARIE LOUISE,13013,MARSEILLE 13EME,13,213,889,L,407,,,,,,,,,,,,0,1,Maison,,46,3,S,,233,13213,"6 BD MARIE LOUISE, 13013 MARSEILLE 13EME",132138890L0407
,,,,,,,000001,03/07/2025,Vente,"250000,00",25,,RUE,1550,CADE,13014,MARSEILLE 14EME,13,214,896,I,16,,,,,,,,,,,,0,1,Maison,,60,3,J,POTAG,1071,13214,"25 RUE CADE, 13014 MARSEILLE 14EME",132148960I0016
,,,,,,,000001,03/07/2025,Vente,"250000,00",25,,RUE,1550,CADE,13014,MARSEILLE 14EME,13,214,896,I,16,,,,,,,,,,,,0,1,Maison,,60,3,S,,153,13214,"25 RUE CADE, 13014 MARSEILLE 14EME",132148960I0016
,,,,,,,000001,03/07/2025,Vente,"265000,00",5001,F,TRA,9131,DES TRANSHUMANTS,13015,MARSEILLE 15EME,13,215,906,I,97,,,,,,,,,,,,0,1,Maison,,59,3,S,,1465,13215,"5001 F TRA DES TRANSHUMANTS, 13015 MARSEILLE 15EME",132159060I0097
,,,,,,,000001,03/08/2020,Vente,"140000,00",12,,RUE,1556,DE CADOLIVE,13004,MARSEILLE 4EME,13,204,815,E,125,,,,,,,,,,,,0,1,Maison,,27,2,S,,67,13204,"12 RUE DE CADOLIVE, 13004 MARSEILLE 4EME",132048150E0125
,,,,,,,000001,03/08/2020,Vente,"535000,00",28,,RUE,1341,BOSCARY,13004,MARSEILLE 4EME,13,204,815,M,132,,,,,,,,,,,,0,1,Maison,,80,4,S,,182,13204,"28 RUE BOSCARY, 13004 MARSEILLE 4EME",132048150M0132
,,,,,,,000001,03/08/2020,Vente,"380500,00",8,,RUE,9206,DES TROIS PONTS,13010,MARSEILLE 10EME,13,210,858,R,181,,,,,,,,,,,,0,1,Maison,,89,5,S,,240,13210,"8 RUE DES TROIS PONTS, 13010 MARSEILLE 10EME",132108580R0181
,,,,,,,000001,03/08/2020,Vente,"380000,00",34,,TRA,5819,DES MARRONNIERS,13011,MARSEILLE 11EME,13,211,871,B,484,,,,,,,,,,,,0,1,Maison,,85,3,S,,400,13211,"34 TRA DES MARRONNIERS, 13011 MARSEILLE 11EME",132118710B0484
,,,,,,,000001,03/08/2020,Vente,"365000,00",54,,BD,1173,BEZOMBES,13011,MARSEILLE 11EME,13,211,866,M,138,,,,,,,,,,,,0,1,Maison,,160,7,S,,525,13211,"54 BD BEZOMBES, 13011 MARSEILLE 11EME",132118660M0138
,,,,,,,000001,03/08/2020,Vente,"260000,00",66,,CHE,8709,DES SERENS,13013,MARSEILLE 13EME,13,213,889,L,413,,,,,,,,,,,,0,1,Maison,,73,4,S,,1140,13213,"66 CHE DES SERENS, 13013 MARSEILLE 13EME",132138890L0413
,,,,,,,000001,03/08/2020,Vente,"45000,00",20,,RUE,2986,EDGAR QUINET,13015,MARSEILLE 15EME,13,215,901,C,175,,,,,,,,,,,,0,1,Maison,,70,5,S,,98,13215,"20 RUE EDGAR QUINET, 13015 MARSEILLE 15EME",132159010C0175
,,,,,,,000001,03/08/2021,Vente,"300000,00",12,,IMP,5569,DES MAGNOLIAS,13010,MARSEILLE 10EME,13,210,860,B,20,,,,,,,,,,,,0,1,Maison,,65,3,J,,642,13210,"12 IMP DES MAGNOLIAS, 13010 MARSEILLE 10EME",132108600B0020
,,,,,,,000001,03/08/2021,Vente,"300000,00",12,,IMP,5569,DES MAGNOLIAS,13010,MARSEILLE 10EME,13,210,860,B,20,,,,,,,,,,,,0,1,Maison,,65,3,S,,438,13210,"12 IMP DES MAGNOLIAS, 13010 MARSEILLE 10EME",132108600B0020
,,,,,,,000001,03/08/2021,Vente,"176103,00",2,,RUE,0196,ALFRED CURTEL,13010,MARSEILLE 10EME,13,210,855,E,36,,,,,,,,,,,,0,1,Maison,,43,2,S,,56,13210,"2 RUE ALFRED CURTEL, 13010 MARSEILLE 10EME",132108550E0036
,,,,,,,000001,03/08/2021,Vente,"235650,00",34,,BD,1369,BOUGE   QRT MALPASSE,13013,MARSEILLE 13EME,13,213,881,K,5,,23,,,,,,,,,,1,1,Maison,,87,5,,,,13213,"34 BD BOUGE   QRT MALPASSE, 13013 MARSEILLE 13EME",132138810K0005
,,,,,,,000001,03/08/2021,Vente,"490000,00",18,,IMP,3733,DES FRANCS TIREURS,13013,MARSEILLE 13EME,13,213,884,M,57,,,,,,,,,,,,0,1,Maison,,142,5,J,POTAG,945,13213,"18 IMP DES FRANCS TIREURS, 13013 MARSEILLE 13EME",132138840M0057
,,,,,,,000001,03/08/2021,Vente,"490000,00",18,,IMP,3733,DES FRANCS TIREURS,13013,MARSEILLE 13EME,13,213,884,M,57,,,,,,,,,,,,0,1,Maison,,142,5,S,,563,13213,"18 IMP DES FRANCS TIREURS, 13013 MARSEILLE 13EME",132138840M0057
,,,,,,,000001,03/08/2021,Vente,"380000,00",111,,BD,5343,LOMBARD,13015,MARSEILLE 15EME,13,215,897,B,51,,,,,,,,,,,,0,1,Maison,,85,3,S,,1892,13215,"111 BD LOMBARD, 13015 MARSEILLE 15EME",132158970B0051
,,,,,,,000001,03/08/2021,Vente,"335000,00",2,,RUE,6740,PALANQUE,13015,MARSEILLE 15EME,13,215,904,H,120,,,,,,,,,,,,0,1,Maison,,70,4,S,,507,13215,"2 RUE PALANQUE, 13015 MARSEILLE 15EME",132159040H0120
,,,,,,,000001,03/08/2021,Vente,"280250,00",13,A,IMP,6180,MONCHETTI,13015,MARSEILLE 15EME,13,215,904,K,194,,,,,,,,,,,,0,1,Maison,,73,3,S,,294,13215,"13 A IMP MONCHETTI, 13015 MARSEILLE 15EME",132159040K0194
,,,,,,,000001,03/08/2021,Vente,"105000,00",26,,RUE,9394,DE VARSOVIE,13016,MARSEILLE 16EME,13,216,910,E,136,,,,,,,,,,,,0,1,Maison,,66,3,S,,84,13216,"26 RUE DE VARSOVIE, 13016 MARSEILLE 16EME",132169100E0136
,,,,,,,000001,03/08/2022,Vente,"405000,00",5,,RUE,5684,MAL LANNES,13006,MARSEILLE 6EME,13,206,828,H,61,,,,,,,,,,,,0,1,Maison,,45,3,S,,243,13206,"5 RUE MAL LANNES, 13006 MARSEILLE 6EME",132068280H0061
,,,,,,,000001,03/08/2022,Vente,"960000,00",18,,BD,8752,SICARD,13008,MARSEILLE 8EME,13,208,844,E,84,,,,,,,,,,,,0,1,Maison,,111,5,S,,414,13208,"18 BD SICARD, 13008 MARSEILLE 8EME",132088440E0084
,,,,,,,000001,03/08/2022,Vente,"470000,00",27,,MTE,2403,DU COLLET DES COMTES,13011,MARSEILLE 11EME,13,211,867,C,15,,,,,,,,,,,,0,1,Maison,,20,1,S,,54,13211,"27 MTE DU COLLET DES COMTES, 13011 MARSEILLE 11EME",132118670C0015
,,,,,,,000001,03/08/2022,Vente,"470000,00",27,,MTE,2403,DU COLLET DES COMTES,13011,MARSEILLE 11EME,13,211,867,C,15,,,,,,,,,,,,0,1,Maison,,35,1,S,,54,13211,"27 MTE DU COLLET DES COMTES, 13011 MARSEILLE 11EME",132118670C0015
,,,,,,,000001,03/08/2022,Vente,"470000,00",27,,MTE,2403,DU COLLET DES COMTES,13011,MARSEILLE 11EME,13,211,867,C,15,,,,,,,,,,,,0,1,Maison,,110,4,L,,1198,13211,"27 MTE DU COLLET DES COMTES, 13011 MARSEILLE 11EME",132118670C0015
,,,,,,,000001,03/08/2022,Vente,"470000,00",27,,MTE,2403,DU COLLET DES COMTES,13011,MARSEILLE 11EME,13,211,867,C,15,,,,,,,,,,,,0,1,Maison,,35,1,L,,1198,13211,"27 MTE DU COLLET DES COMTES, 13011 MARSEILLE 11EME",132118670C0015
,,,,,,,000001,03/08/2022,Vente,"470000,00",27,,MTE,2403,DU COLLET DES COMTES,13011,MARSEILLE 11EME,13,211,867,C,15,,,,,,,,,,,,0,1,Maison,,20,1,L,,1198,13211,"27 MTE DU COLLET DES COMTES, 13011 MARSEILLE 11EME",132118670C0015
,,,,,,,000001,03/08/2022,Vente,"470000,00",27,,MTE,2403,DU COLLET DES COMTES,13011,MARSEILLE 11EME,13,211,867,C,15,,,,,,,,,,,,0,1,Maison,,110,4,S,,54,13211,"27 MTE DU COLLET DES COMTES, 13011 MARSEILLE 11EME",132118670C0015
,,,,,,,000002,03/08/2022,Vente,"735000,00",110,,TRA,6973,DE LA PENNE,13011,MARSEILLE 11EME,13,211,868,L,200,,,,,,,,,,,,0,1,Maison,,106,4,S,,835,13211,"110 TRA DE LA PENNE, 13011 MARSEILLE 11EME",132118680L0200
