Identifiant de document,Reference document,1 Articles CGI,2 Articles CGI,3 Articles CGI,4 Articles CGI,5 Articles CGI,No disposition,Date mutation,Nature mutation,Valeur fonciere,No voie,B/T/Q,Type de voie,Code voie,Voie,Code postal,Commune,Code departement,Code commune,Prefixe de section,Section,No plan,No Volume,1er lot,Surface Carrez du 1er lot,2eme lot,Surface Carrez du 2eme lot,3eme lot,Surface Carrez du 3eme lot,4eme lot,Surface Carrez du 4eme lot,5eme lot,Surface Carrez du 5eme lot,Nombre de lots,Code type local,Type local,Identifiant local,Surface reelle bati,Nombre pieces principales,Nature culture,Nature culture speciale,Surface terrain,insee_code,adresse,id_parcelle
,,,,,,,000001,01/02/2021,Vente,"546100,00",18,,RUE,9669,YVES LARIVEN,13005,MARSEILLE 5EME,13,205,819,D,21,,,,,,,,,,,,0,1,Maison,,65,4,S,,259,13205,"18 RUE YVES LARIVEN, 13005 MARSEILLE 5EME",132058190D0021
,,,,,,,000001,01/02/2021,Vente,"364200,00",91,,AV,4895,JOSEPH VIDAL,13008,MARSEILLE 8EME,13,208,836,K,262,,,,,,,,,,,,0,1,Maison,,21,1,S,,111,13208,"91 AV JOSEPH VIDAL, 13008 MARSEILLE 8EME",132088360K0262
,,,,,,,000001,01/02/2021,Vente,"430000,00",60,,TRA,6800,PARANGON,13008,MARSEILLE 8EME,13,208,845,L,108,,16,"85,59",,,,,,,,,1,1,Maison,,88,5,,,,13208,"60 TRA PARANGON, 13008 MARSEILLE 8EME",132088450L0108
,,,,,,,000001,01/02/2021,Vente,"410000,00",218,,AV,1570,DES CAILLOLS,13012,MARSEILLE 12EME,13,212,872,K,99,,2,"84,26",,,,,,,,,1,1,Maison,,90,4,,,,13212,"218 AV DES CAILLOLS, 13012 MARSEILLE 12EME",132128720K0099
,,,,,,,000001,01/02/2021,Vente,"325000,00",19,,IMP,4195,DU GD CHAPITEAU,13013,MARSEILLE 13EME,13,213,885,A,307,,56,,,,,,,,,,1,1,Maison,,75,4,,,,13213,"19 IMP DU GD CHAPITEAU, 13013 MARSEILLE 13EME",132138850A0307
,,,,,,,000001,01/02/2021,Vente,"159000,00",7,,BD,3780,FREZE,13015,MARSEILLE 15EME,13,215,906,D,119,,,,,,,,,,,,0,1,Maison,,75,3,S,,427,13215,"7 BD FREZE, 13015 MARSEILLE 15EME",132159060D0119
,,,,,,,000001,01/02/2021,Vente,"144900,00",7,,TRA,3303,FABRE,13016,MARSEILLE 16EME,13,216,908,K,424,,,,,,,,,,,,0,1,Maison,,84,3,S,,93,13216,"7 TRA FABRE, 13016 MARSEILLE 16EME",132169080K0424
,,,,,,,000001,01/02/2022,Vente,"99000,00",5,,RUE,1610,DU CAMBODGE,13006,MARSEILLE 6EME,13,206,828,H,175,,1,"37,16",,,,,,,,,1,1,Maison,,36,2,,,,13206,"5 RUE DU CAMBODGE, 13006 MARSEILLE 6EME",132068280H0175
,,,,,,,000001,01/02/2022,Vente,"300000,00",51,,TRA,6876,PAUL,13008,MARSEILLE 8EME,13,208,844,L,144,,54,,,,,,,,,,1,1,Maison,,290,10,,,,13208,"51 TRA PAUL, 13008 MARSEILLE 8EME",132088440L0144
,,,,,,,000001,01/02/2022,Vente,"194000,00",87,,BD,9510,VICTOR DURUY,13011,MARSEILLE 11EME,13,211,862,L,19,,,,,,,,,,,,0,1,Maison,,50,2,S,,268,13211,"87 BD VICTOR DURUY, 13011 MARSEILLE 11EME",132118620L0019
,,,,,,,000001,01/02/2022,Vente,"255000,00",3,,,B010,CAMPAGNE BOULEVARD,13015,MARSEILLE 15EME,13,215,904,L,34,,,,,,,,,,,,0,1,Maison,,110,4,S,,268,13215,"3 CAMPAGNE BOULEVARD, 13015 MARSEILLE 15EME",132159040L0034
,,,,,,,000001,01/02/2023,Vente,"895470,00",3,,AV,8703,DE LA SERANE,13008,MARSEILLE 8EME,13,208,844,L,135,,,,,,,,,,,,0,1,Maison,,90,4,S,,603,13208,"3 AV DE LA SERANE, 13008 MARSEILLE 8EME",132088440L0135
,,,,,,,000001,01/02/2023,Vente,"420100,00",21,,AV,8085,DES ROSIERS,13009,MARSEILLE 9EME,13,209,846,A,13,,,,,,,,,,,,0,1,Maison,,55,4,S,,216,13209,"21 AV DES ROSIERS, 13009 MARSEILLE 9EME",132098460A0013
,,,,,,,000001,01/02/2024,Vente,"297790,00",19,,RUE,9517,VICTOR LEYDET,13013,MARSEILLE 13EME,13,213,887,C,66,,,,,,,,,,,,0,1,Maison,,85,4,S,,300,13213,"19 RUE VICTOR LEYDET, 13013 MARSEILLE 13EME",132138870C0066
,,,,,,,000001,01/02/2024,Vente,"170000,00",303,,CHE,6965,DE LA PELOUQUE,13016,MARSEILLE 16EME,13,216,911,A,38,,,,,,,,,,,,0,1,Maison,,56,4,S,,425,13216,"303 CHE DE LA PELOUQUE, 13016 MARSEILLE 16EME",132169110A0038
,,,,,,,000001,01/02/2024,Vente,"300600,00",9006,,CHE,4083,GILBERT CHARMASSON,13016,MARSEILLE 16EME,13,216,911,A,8,,,,,,,,,,,,0,1,Maison,,70,3,S,,700,13216,"9006 CHE GILBERT CHARMASSON, 13016 MARSEILLE 16EME",132169110A0008
,,,,,,,000001,01/03/2021,Vente,"303200,00",51,,BD,9419,VELTEN,13004,MARSEILLE 4EME,13,204,817,B,88,,15,"63,99",16,,17,,20,,7,,6,1,Maison,,60,4,,,,13204,"51 BD VELTEN, 13004 MARSEILLE 4EME",132048170B0088
,,,,,,,000001,01/03/2021,Vente,"303200,00",51,,BD,9419,VELTEN,13004,MARSEILLE 4EME,13,204,817,B,88,,18,,,,,,,,,,1,1,Maison,,60,4,S,,16,13204,"51 BD VELTEN, 13004 MARSEILLE 4EME",132048170B0088
,,,,,,,000001,01/03/2021,Vente,"240000,00",31,,BD,1201,BLANC,13004,MARSEILLE 4EME,13,204,816,C,27,,,,,,,,,,,,0,1,Maison,,45,2,S,,144,13204,"31 BD BLANC, 13004 MARSEILLE 4EME",132048160C0027
,,,,,,,000001,01/03/2021,Vente,"506272,00",15,,RUE,6283,MONTPLAISIR,13007,MARSEILLE 7EME,13,207,830,L,115,,,,,,,,,,,,0,1,Maison,,101,4,S,,105,13207,"15 RUE MONTPLAISIR, 13007 MARSEILLE 7EME",132078300L0115
,,,,,,,000001,01/03/2021,Vente,"335000,00",177,,RUE,7103,PIERRE DOIZE,13010,MARSEILLE 10EME,13,210,858,O,60,,2,"89,42",,,,,,,,,1,1,Maison,,88,4,,,,13210,"177 RUE PIERRE DOIZE, 13010 MARSEILLE 10EME",132108580O0060
,,,,,,,000001,01/03/2021,Vente,"225000,00",45,,PARC,A947,DES VIEUX CYPRES,13013,MARSEILLE 13EME,13,213,880,A,23,,5084,,,,,,,,,,1,1,Maison,,68,4,,,,13213,"45 PARC DES VIEUX CYPRES, 13013 MARSEILLE 13EME",132138800A0023
,,,,,,,000001,01/03/2021,Vente,"165000,00",18,,AV,0053,DES ACACIAS,13015,MARSEILLE 15EME,13,215,905,N,1,,97,,,,,,,,,,1,1,Maison,,42,3,,,,13215,"18 AV DES ACACIAS, 13015 MARSEILLE 15EME",132159050N0001
,,,,,,,000001,01/03/2021,Vente,"85000,00",32,,RUE,2907,DRUILHE,13016,MARSEILLE 16EME,13,216,908,L,74,,2,"49,02",,,,,,,,,1,1,Maison,,48,3,,,,13216,"32 RUE DRUILHE, 13016 MARSEILLE 16EME",132169080L0074
,,,,,,,000001,01/03/2022,Vente,"200000,00",5,B,BD,8605,DES SALYENS,13008,MARSEILLE 8EME,13,208,838,E,240,,,,,,,,,,,,0,1,Maison,,45,2,S,,278,13208,"5 B BD DES SALYENS, 13008 MARSEILLE 8EME",132088380E0240
,,,,,,,000001,01/03/2022,Vente,"90000,00",44,,BD,0460,APOLLON,13011,MARSEILLE 11EME,13,211,865,I,181,,,,,,,,,,,,0,1,Maison,,96,4,S,,248,13211,"44 BD APOLLON, 13011 MARSEILLE 11EME",132118650I0181
,,,,,,,000001,01/03/2022,Vente,"460000,00",64,,TSSE,6473,DE NAZARETH,13011,MARSEILLE 11EME,13,211,867,M,288,,,,,,,,,,,,0,1,Maison,,110,4,S,,1281,13211,"64 TSSE DE NAZARETH, 13011 MARSEILLE 11EME",132118670M0288
,,,,,,,000001,01/03/2022,Vente,"814000,00",31,,ALL,3504,DES FLEURS,13012,MARSEILLE 12EME,13,212,875,D,76,,,,,,,,,,,,0,1,Maison,,145,6,S,,486,13212,"31 ALL DES FLEURS, 13012 MARSEILLE 12EME",132128750D0076
,,,,,,,000001,01/03/2022,Vente,"207000,00",454,,CHE,8253,ST ANTOINE A ST JOSEPH,13015,MARSEILLE 15EME,13,215,904,L,28,,14,"82,24",,,,,,,,,1,1,Maison,,88,5,,,,13215,"454 CHE ST ANTOINE A ST JOSEPH, 13015 MARSEILLE 15EME",132159040L0028
,,,,,,,000001,01/03/2022,Vente,"266500,00",279,,CHE,6965,DE LA PELOUQUE,13016,MARSEILLE 16EME,13,216,911,A,278,,,,,,,,,,,,0,1,Maison,,49,2,S,,340,13216,"279 CHE DE LA PELOUQUE, 13016 MARSEILLE 16EME",132169110A0278
,,,,,,,000001,01/03/2023,Vente,"1059780,00",8,,IMP,8509,SAINTE-CATHERINE,13006,MARSEILLE 6EME,13,206,828,E,92,,,,,,,,,,,,0,1,Maison,,147,4,S,,139,13206,"8 IMP SAINTE-CATHERINE, 13006 MARSEILLE 6EME",132068280E0092
,,,,,,,000001,01/03/2023,Vente,"150000,00",85,,AV,3445,FERNANDEL,13012,MARSEILLE 12EME,13,212,877,T,96,,,,,,,,,,,,0,1,Maison,,46,2,S,,411,13212,"85 AV FERNANDEL, 13012 MARSEILLE 12EME",132128770T0096
,,,,,,,000001,01/03/2023,Vente,"330000,00",57,,CHE,6855,DU PASSET,13016,MARSEILLE 16EME,13,216,911,C,141,,,,,,,,,,,,0,1,Maison,,110,4,S,,277,13216,"57 CHE DU PASSET, 13016 MARSEILLE 16EME",132169110C0141
,,,,,,,000001,01/03/2023,Vente,"115000,00",144,,RUE,7704,RABELAIS,13016,MARSEILLE 16EME,13,216,911,E,98,,2,,,,,,,,,,1,1,Maison,,57,3,,,,13216,"144 RUE RABELAIS, 13016 MARSEILLE 16EME",132169110E0098
,,,,,,,000001,01/03/2024,Vente,"728823,00",15,,RUE,8151,ROUSSEAU,13005,MARSEILLE 5EME,13,205,821,I,119,,,,,,,,,,,,0,1,Maison,,58,3,S,,131,13205,"15 RUE ROUSSEAU, 13005 MARSEILLE 5EME",132058210I0119
,,,,,,,000001,01/04/2021,Vente,"139000,00",42,,RUE,3626,FORT DU SANCTUAIRE,13006,MARSEILLE 6EME,13,206,828,K,123,,,,,,,,,,,,0,1,Maison,,50,2,S,,58,13206,"42 RUE FORT DU SANCTUAIRE, 13006 MARSEILLE 6EME",132068280K0123
,,,,,,,000001,01/04/2021,Vente,"150000,00",9128,,BD,0177,ALEXANDRE DELABRE,13008,MARSEILLE 8EME,13,208,837,D,139,,,,,,,,,,,,0,1,Maison,,26,2,S,,26,13208,"9128 BD ALEXANDRE DELABRE, 13008 MARSEILLE 8EME",132088370D0139
,,,,,,,000001,01/04/2021,Vente,"525000,00",5,,AV,3987,GENERAL ANDRE,13009,MARSEILLE 9EME,13,209,853,Z,43,,,,,,,,,,,,0,1,Maison,,50,2,S,,220,13209,"5 AV GENERAL ANDRE, 13009 MARSEILLE 9EME",132098530Z0043
,,,,,,,000001,01/04/2021,Vente,"575000,00",21,,CHE,3210,DES ESCOURTINES,13011,MARSEILLE 11EME,13,211,865,D,581,,,,,,,,,,,,0,1,Maison,,183,5,S,,1128,13211,"21 CHE DES ESCOURTINES, 13011 MARSEILLE 11EME",132118650D0581
,,,,,,,000001,01/04/2021,Vente,"300000,00",24,,RUE,8320,SAINT-GEORGES,13013,MARSEILLE 13EME,13,213,888,O,62,,,,,,,,,,,,0,1,Maison,,100,6,S,,364,13213,"24 RUE SAINT-GEORGES, 13013 MARSEILLE 13EME",132138880O0062
,,,,,,,000001,01/04/2022,Vente,"549000,00",12,,RUE,0478,ARCHIMEDE,13004,MARSEILLE 4EME,13,204,816,C,264,,,,,,,,,,,,0,1,Maison,,70,3,S,,336,13204,"12 RUE ARCHIMEDE, 13004 MARSEILLE 4EME",132048160C0264
,,,,,,,000001,01/04/2022,Vente,"95000,00",11,,TSSE,0700,BALESTRE,13011,MARSEILLE 11EME,13,211,867,K,154,,,,,,,,,,,,0,1,Maison,,40,1,S,,27,13211,"11 TSSE BALESTRE, 13011 MARSEILLE 11EME",132118670K0154
,,,,,,,000001,01/04/2022,Vente,"839000,00",23,,BD,4533,HUGUES,13012,MARSEILLE 12EME,13,212,875,U,74,,,,,,,,,,,,0,1,Maison,,83,4,S,,422,13212,"23 BD HUGUES, 13012 MARSEILLE 12EME",132128750U0074
,,,,,,,000001,01/04/2025,Vente,"350000,00",26,,BD,0764,BARRAL PROLONGE,13008,MARSEILLE 8EME,13,208,844,P,166,,,,,,,,,,,,0,1,Maison,,39,3,S,,153,13208,"26 BD BARRAL PROLONGE, 13008 MARSEILLE 8EME",132088440P0166
,,,,,,,000001,01/04/2025,Vente,"256200,00",6,,,A010,MORCELLEMENT PERIER,13015,MARSEILLE 15EME,13,215,898,I,83,,,,,,,,,,,,0,1,Maison,,68,3,S,,227,13215,"6 MORCELLEMENT PERIER, 13015 MARSEILLE 15EME",132158980I0083
,,,,,,,000001,01/06/2021,Vente,"1084700,00",60,,RUE,4945,JULES ISAAC,13009,MARSEILLE 9EME,13,209,849,U,100,,,,,,,,,,,,0,1,Maison,,144,7,S,,581,13209,"60 RUE JULES ISAAC, 13009 MARSEILLE 9EME",132098490U0100
,,,,,,,000001,01/06/2021,Vente,"375000,00",33,,TRA,2226,CHEVALIER,13010,MARSEILLE 10EME,13,210,858,N,27,,,,,,,,,,,,0,1,Maison,,1,0,S,,196,13210,"33 TRA CHEVALIER, 13010 MARSEILLE 10EME",132108580N0027
,,,,,,,000001,01/06/2021,Vente,"660000,00",102,,CHE,7366,DE PLUVENCE,13011,MARSEILLE 11EME,13,211,869,B,21,,,,,,,,,,,,0,1,Maison,,174,7,S,,1734,13211,"102 CHE DE PLUVENCE, 13011 MARSEILLE 11EME",132118690B0021
,,,,,,,000001,01/06/2021,Vente,"354558,00",8,,SQ,2152,DU CHAT DE LA BUZINE,13011,MARSEILLE 11EME,13,211,868,K,237,,,,,,,,,,,,0,1,Maison,,106,4,S,,429,13211,"8 SQ DU CHAT DE LA BUZINE, 13011 MARSEILLE 11EME",132118680K0237
,,,,,,,000001,01/06/2021,Vente,"305000,00",5194,F,BD,6125,MIREILLE LAUZE,13011,MARSEILLE 11EME,13,211,866,L,194,,10,,4,"82,55",,,,,,,2,1,Maison,,84,6,,,,13211,"5194 F BD MIREILLE LAUZE, 13011 MARSEILLE 11EME",132118660L0194
,,,,,,,000001,01/06/2021,Vente,"489000,00",30,,MTE,3166,D EOURES,13011,MARSEILLE 11EME,13,211,863,N,323,,,,,,,,,,,,0,1,Maison,,105,5,S,,501,13211,"30 MTE D EOURES, 13011 MARSEILLE 11EME",132118630N0323
,,,,,,,000001,01/06/2021,Vente,"780000,00",88,,TRA,5798,DU MAROC,13012,MARSEILLE 12EME,13,212,878,A,510,,,,,,,,,,,,0,1,Maison,,127,4,S,,593,13212,"88 TRA DU MAROC, 13012 MARSEILLE 12EME",132128780A0510
,,,,,,,000001,01/06/2021,Vente,"296000,00",54,B,BD,3374,DES FAUVETTES,13012,MARSEILLE 12EME,13,212,877,M,209,,,,,,,,,,,,0,1,Maison,,60,3,S,,122,13212,"54 B BD DES FAUVETTES, 13012 MARSEILLE 12EME",132128770M0209
,,,,,,,000001,01/06/2021,Vente,"330000,00",46,,CHE,0291,DES AMARYLLIS,13012,MARSEILLE 12EME,13,212,877,N,328,,,,,,,,,,,,0,1,Maison,,137,6,S,,693,13212,"46 CHE DES AMARYLLIS, 13012 MARSEILLE 12EME",132128770N0328
,,,,,,,000001,01/06/2021,Vente,"744000,00",61,,TRA,5798,DU MAROC,13012,MARSEILLE 12EME,13,212,877,S,94,,,,,,,,,,,,0,1,Maison,,100,4,S,,400,13212,"61 TRA DU MAROC, 13012 MARSEILLE 12EME",132128770S0094
,,,,,,,000001,01/06/2022,Vente,"540000,00",6,,RUE,3252,ETIENNE MEIN,13007,MARSEILLE 7EME,13,207,829,E,57,,,,,,,,,,,,0,1,Maison,,72,3,S,,232,13207,"6 RUE ETIENNE MEIN, 13007 MARSEILLE 7EME",132078290E0057
,,,,,,,000001,01/06/2022,Vente,"555000,00",35,,BD,8752,SICARD,13008,MARSEILLE 8EME,13,208,844,H,126,,,,,,,,,,,,0,1,Maison,,77,4,S,,238,13208,"35 BD SICARD, 13008 MARSEILLE 8EME",132088440H0126
,,,,,,,000001,01/06/2022,Vente,"5062919,00",84,,AV,1525,DES BUTRIS,13011,MARSEILLE 11EME,13,211,867,C,145,,,,,,,,,,,,0,1,Maison,,80,4,S,,8343,13211,"84 AV DES BUTRIS, 13011 MARSEILLE 11EME",132118670C0145
,,,,,,,000001,01/06/2022,Vente,"5062919,00",84,,AV,1525,DES BUTRIS,13011,MARSEILLE 11EME,13,211,867,C,145,,,,,,,,,,,,0,1,Maison,,97,5,S,,8343,13211,"84 AV DES BUTRIS, 13011 MARSEILLE 11EME",132118670C0145
,,,,,,,000001,01/06/2022,Vente,"5062919,00",84,,AV,1525,DES BUTRIS,13011,MARSEILLE 11EME,13,211,867,C,145,,,,,,,,,,,,0,1,Maison,,81,4,S,,8343,13211,"84 AV DES BUTRIS, 13011 MARSEILLE 11EME",132118670C0145
,,,,,,,000001,01/06/2022,Vente,"5062919,00",84,,AV,1525,DES BUTRIS,13011,MARSEILLE 11EME,13,211,867,C,145,,,,,,,,,,,,0,1,Maison,,80,4,S,,8343,13211,"84 AV DES BUTRIS, 13011 MARSEILLE 11EME",132118670C0145
,,,,,,,000001,01/06/2022,Vente,"5062919,00",84,,AV,1525,DES BUTRIS,13011,MARSEILLE 11EME,13,211,867,C,145,,,,,,,,,,,,0,1,Maison,,81,4,S,,8343,13211,"84 AV DES BUTRIS, 13011 MARSEILLE 11EME",132118670C0145
,,,,,,,000001,01/06/2022,Vente,"5062919,00",84,,AV,1525,DES BUTRIS,13011,MARSEILLE 11EME,13,211,867,C,145,,,,,,,,,,,,0,1,Maison,,81,4,S,,8343,13211,"84 AV DES BUTRIS, 13011 MARSEILLE 11EME",132118670C0145
,,,,,,,000001,01/06/2022,Vente,"5062919,00",84,,AV,1525,DES BUTRIS,13011,MARSEILLE 11EME,13,211,867,C,145,,,,,,,,,,,,0,1,Maison,,97,5,S,,8343,13211,"84 AV DES BUTRIS, 13011 MARSEILLE 11EME",132118670C0145
,,,,,,,000001,01/06/2022,Vente,"5062919,00",84,,AV,1525,DES BUTRIS,13011,MARSEILLE 11EME,13,211,867,C,145,,,,,,,,,,,,0,1,Maison,,80,4,S,,8343,13211,"84 AV DES BUTRIS, 13011 MARSEILLE 11EME",132118670C0145
,,,,,,,000001,01/06/2022,Vente,"5062919,00",84,,AV,1525,DES BUTRIS,13011,MARSEILLE 11EME,13,211,867,C,145,,,,,,,,,,,,0,1,Maison,,81,4,S,,8343,13211,"84 AV DES BUTRIS, 13011 MARSEILLE 11EME",132118670C0145
,,,,,,,000001,01/06/2022,Vente,"5062919,00",84,,AV,1525,DES BUTRIS,13011,MARSEILLE 11EME,13,211,867,C,145,,,,,,,,,,,,0,1,Maison,,81,4,S,,8343,13211,"84 AV DES BUTRIS, 13011 MARSEILLE 11EME",132118670C0145
,,,,,,,000001,01/06/2022,Vente,"5062919,00",84,,AV,1525,DES BUTRIS,13011,MARSEILLE 11EME,13,211,867,C,145,,,,,,,,,,,,0,1,Maison,,83,4,S,,8343,13211,"84 AV DES BUTRIS, 13011 MARSEILLE 11EME",132118670C0145
,,,,,,,000001,01/06/2022,Vente,"5062919,00",84,,AV,1525,DES BUTRIS,13011,MARSEILLE 11EME,13,211,867,C,145,,,,,,,,,,,,0,1,Maison,,83,4,S,,8343,13211,"84 AV DES BUTRIS, 13011 MARSEILLE 11EME",132118670C0145
,,,,,,,000001,01/06/2022,Vente,"5062919,00",84,,AV,1525,DES BUTRIS,13011,MARSEILLE 11EME,13,211,867,C,145,,,,,,,,,,,,0,1,Maison,,83,4,S,,8343,13211,"84 AV DES BUTRIS, 13011 MARSEILLE 11EME",132118670C0145
,,,,,,,000001,01/06/2022,Vente,"5062919,00",84,,AV,1525,DES BUTRIS,13011,MARSEILLE 11EME,13,211,867,C,145,,,,,,,,,,,,0,1,Maison,,83,4,S,,8343,13211,"84 AV DES BUTRIS, 13011 MARSEILLE 11EME",132118670C0145
,,,,,,,000001,01/06/2022,Vente,"5062919,00",84,,AV,1525,DES BUTRIS,13011,MARSEILLE 11EME,13,211,867,C,145,,,,,,,,,,,,0,1,Maison,,81,4,S,,8343,13211,"84 AV DES BUTRIS, 13011 MARSEILLE 11EME",132118670C0145
,,,,,,,000001,01/06/2022,Vente,"5062919,00",84,,AV,1525,DES BUTRIS,13011,MARSEILLE 11EME,13,211,867,C,145,,,,,,,,,,,,0,1,Maison,,81,4,S,,8343,13211,"84 AV DES BUTRIS, 13011 MARSEILLE 11EME",132118670C0145
,,,,,,,000001,01/06/2022,Vente,"5062919,00",84,,AV,1525,DES BUTRIS,13011,MARSEILLE 11EME,13,211,867,C,145,,,,,,,,,,,,0,1,Maison,,83,4,S,,8343,13211,"84 AV DES BUTRIS, 13011 MARSEILLE 11EME",132118670C0145
,,,,,,,000001,01/06/2022,Vente,"5062919,00",84,,AV,1525,DES BUTRIS,13011,MARSEILLE 11EME,13,211,867,C,145,,,,,,,,,,,,0,1,Maison,,84,4,S,,8343,13211,"84 AV DES BUTRIS, 13011 MARSEILLE 11EME",132118670C0145
,,,,,,,000001,01/06/2022,Vente,"5062919,00",84,,AV,1525,DES BUTRIS,13011,MARSEILLE 11EME,13,211,867,C,145,,,,,,,,,,,,0,1,Maison,,83,4,S,,8343,13211,"84 AV DES BUTRIS, 13011 MARSEILLE 11EME",132118670C0145
,,,,,,,000001,01/06/2022,Vente,"5062919,00",84,,AV,1525,DES BUTRIS,13011,MARSEILLE 11EME,13,211,867,C,145,,,,,,,,,,,,0,1,Maison,,84,4,S,,8343,13211,"84 AV DES BUTRIS, 13011 MARSEILLE 11EME",132118670C0145
,,,,,,,000001,01/06/2022,Vente,"5062919,00",84,,AV,1525,DES BUTRIS,13011,MARSEILLE 11EME,13,211,867,C,145,,,,,,,,,,,,0,1,Maison,,82,4,S,,8343,13211,"84 AV DES BUTRIS, 13011 MARSEILLE 11EME",132118670C0145
,,,,,,,000001,01/06/2022,Vente,"5062919,00",84,,AV,1525,DES BUTRIS,13011,MARSEILLE 11EME,13,211,867,C,145,,,,,,,,,,,,0,1,Maison,,84,4,S,,8343,13211,"84 AV DES BUTRIS, 13011 MARSEILLE 11EME",132118670C0145
,,,,,,,000001,01/06/2022,Vente,"5062919,00",84,,AV,1525,DES BUTRIS,13011,MARSEILLE 11EME,13,211,867,C,145,,,,,,,,,,,,0,1,Maison,,83,4,S,,8343,13211,"84 AV DES BUTRIS, 13011 MARSEILLE 11EME",132118670C0145
,,,,,,,000001,01/06/2022,Vente,"5062919,00",84,,AV,1525,DES BUTRIS,13011,MARSEILLE 11EME,13,211,867,C,145,,,,,,,,,,,,0,1,Maison,,84,4,S,,8343,13211,"84 AV DES BUTRIS, 13011 MARSEILLE 11EME",132118670C0145
,,,,,,,000001,01/06/2022,Vente,"5062919,00",84,,AV,1525,DES BUTRIS,13011,MARSEILLE 11EME,13,211,867,C,145,,,,,,,,,,,,0,1,Maison,,83,4,S,,8343,13211,"84 AV DES BUTRIS, 13011 MARSEILLE 11EME",132118670C0145
,,,,,,,000001,01/06/2022,Vente,"5062919,00",84,,AV,1525,DES BUTRIS,13011,MARSEILLE 11EME,13,211,867,C,145,,,,,,,,,,,,0,1,Maison,,84,4,S,,8343,13211,"84 AV DES BUTRIS, 13011 MARSEILLE 11EME",132118670C0145
,,,,,,,000001,01/06/2022,Vente,"5062919,00",84,,AV,1525,DES BUTRIS,13011,MARSEILLE 11EME,13,211,867,C,145,,,,,,,,,,,,0,1,Maison,,84,4,S,,8343,13211,"84 AV DES BUTRIS, 13011 MARSEILLE 11EME",132118670C0145
,,,,,,,000001,01/06/2022,Vente,"5062919,00",84,,AV,1525,DES BUTRIS,13011,MARSEILLE 11EME,13,211,867,C,145,,,,,,,,,,,,0,1,Maison,,83,4,S,,8343,13211,"84 AV DES BUTRIS, 13011 MARSEILLE 11EME",132118670C0145
,,,,,,,000001,01/06/2022,Vente,"534900,00",15,B,CHE,7366,DE PLUVENCE,13011,MARSEILLE 11EME,13,211,869,E,330,,,,,,,,,,,,0,1,Maison,,72,4,AB,,391,13211,"15 B CHE DE PLUVENCE, 13011 MARSEILLE 11EME",132118690E0330
,,,,,,,000001,01/06/2022,Vente,"620550,00",59,,BD,2279,DES CIGALES,13011,MARSEILLE 11EME,13,211,864,I,248,,,,,,,,,,,,0,1,Maison,,108,4,S,,925,13211,"59 BD DES CIGALES, 13011 MARSEILLE 11EME",132118640I0248
,,,,,,,000001,01/06/2022,Vente,"1138240,00",17,,TRA,0775,DE LA BARRE,13012,MARSEILLE 12EME,13,212,872,C,39,,,,,,,,,,,,0,1,Maison,,164,7,J,POTAG,804,13212,"17 TRA DE LA BARRE, 13012 MARSEILLE 12EME",132128720C0039
,,,,,,,000001,01/06/2022,Vente,"1138240,00",17,,TRA,0775,DE LA BARRE,13012,MARSEILLE 12EME,13,212,872,C,39,,,,,,,,,,,,0,1,Maison,,164,7,S,,674,13212,"17 TRA DE LA BARRE, 13012 MARSEILLE 12EME",132128720C0039
,,,,,,,000001,01/06/2022,Vente,"1138240,00",17,,TRA,0775,DE LA BARRE,13012,MARSEILLE 12EME,13,212,872,C,39,,,,,,,,,,,,0,1,Maison,,164,7,J,POTAG,549,13212,"17 TRA DE LA BARRE, 13012 MARSEILLE 12EME",132128720C0039
,,,,,,,000001,01/06/2022,Vente,"410000,00",5,,AV,7165,PIERRE LOTI,13012,MARSEILLE 12EME,13,212,875,K,22,,,,,,,,,,,,0,1,Maison,,77,3,S,,284,13212,"5 AV PIERRE LOTI, 13012 MARSEILLE 12EME",132128750K0022
,,,,,,,000001,01/06/2022,Vente terrain à bâtir,"880000,00",96,,AV,6897,PAUL DALBRET,13013,MARSEILLE 13EME,13,213,879,B,152,,,,,,,,,,,,0,1,Maison,,145,5,S,,1000,13213,"96 AV PAUL DALBRET, 13013 MARSEILLE 13EME",132138790B0152
,,,,,,,000001,01/06/2022,Vente terrain à bâtir,"880000,00",96,,AV,6897,PAUL DALBRET,13013,MARSEILLE 13EME,13,213,879,B,152,,,,,,,,,,,,0,1,Maison,,145,5,AG,,1839,13213,"96 AV PAUL DALBRET, 13013 MARSEILLE 13EME",132138790B0152
,,,,,,,000001,01/06/2022,Vente,"400000,00",1,,BD,2320,CLAIR SOLEIL,13013,MARSEILLE 13EME,13,213,884,D,993,,,,,,,,,,,,0,1,Maison,,95,4,,,,13213,"1 BD CLAIR SOLEIL, 13013 MARSEILLE 13EME",132138840D0993
,,,,,,,000001,01/06/2022,Vente,"315000,00",11,,,5695,PLT DES MARGUERITES,13013,MARSEILLE 13EME,13,213,888,P,2,,6,"75,23",,,,,,,,,1,1,Maison,,85,4,,,,13213,"11 PLT DES MARGUERITES, 13013 MARSEILLE 13EME",132138880P0002
,,,,,,,000001,01/06/2022,Vente,"264000,00",136,,AV,5989,DU MERLAN,13014,MARSEILLE 14EME,13,214,893,B,369,,,,,,,,,,,,0,1,Maison,,92,5,S,,110,13214,"136 AV DU MERLAN, 13014 MARSEILLE 14EME",132148930B0369
